date,MSCI FRANCE
7/19/2016,122.67
7/20/2016,124.02
7/21/2016,123.89
7/22/2016,124.09
7/25/2016,124.4
7/26/2016,124.58
7/27/2016,126.13
7/28/2016,125.43
7/29/2016,125.95
8/1/2016,125.13
8/2/2016,122.95
8/3/2016,122.66
8/4/2016,123.47
8/5/2016,125.21
8/8/2016,125.24
8/9/2016,126.62
8/10/2016,126.21
8/11/2016,127.62
8/12/2016,127.53
8/15/2016,127.52
8/16/2016,126.37
8/17/2016,125.17
8/18/2016,125.77
8/19/2016,124.82
8/22/2016,124.59
8/23/2016,125.46
8/24/2016,125.76
8/25/2016,124.99
8/26/2016,125.86
8/29/2016,125.42
8/30/2016,126.24
8/31/2016,125.81
9/1/2016,125.99
9/2/2016,128.75
9/5/2016,128.77
9/6/2016,128.41
9/7/2016,129.12
9/8/2016,128.75
9/9/2016,127.45
9/12/2016,126.14
9/13/2016,124.77
9/14/2016,124.16
9/15/2016,124.28
9/16/2016,123.3
9/19/2016,124.98
9/20/2016,124.88
9/21/2016,125.33
9/22/2016,127.96
9/23/2016,127.38
9/26/2016,125.19
9/27/2016,124.8
9/28/2016,125.78
9/29/2016,125.96
9/30/2016,126.16
10/3/2016,126.28
10/4/2016,127.53
10/5/2016,127.08
10/6/2016,126.85
10/7/2016,125.93
10/10/2016,127.22
10/11/2016,126.64
10/12/2016,126.25
10/13/2016,125.17
10/14/2016,126.96
10/17/2016,126.33
10/18/2016,127.91
10/19/2016,128.33
10/20/2016,128.72
10/21/2016,128.66
10/24/2016,129.16
10/25/2016,128.67
10/26/2016,128.46
10/27/2016,128.7
10/28/2016,129.39
10/31/2016,128.42
11/1/2016,127.36
11/2/2016,125.8
11/3/2016,125.77
11/4/2016,124.71
11/7/2016,126.86
11/8/2016,127.32
11/9/2016,129
11/10/2016,128.46
11/11/2016,127.52
11/14/2016,127.93
11/15/2016,128.85
11/16/2016,127.95
11/17/2016,128.72
11/18/2016,128.17
11/21/2016,128.87
11/22/2016,129.38
11/23/2016,128.81
11/24/2016,129.14
11/25/2016,129.39
11/28/2016,128.39
11/29/2016,129.54
11/30/2016,130.21
12/1/2016,129.71
12/2/2016,128.82
12/5/2016,130
12/6/2016,131.52
12/7/2016,133.15
12/8/2016,134.33
12/9/2016,135.16
12/12/2016,135.07
12/13/2016,136.29
12/14/2016,135.34
12/15/2016,136.61
12/16/2016,136.88
12/19/2016,136.63
12/20/2016,137.39
12/21/2016,137.02
12/22/2016,137.18
12/23/2016,137.28
12/27/2016,137.56
12/28/2016,137.54
12/29/2016,137.3
12/30/2016,137.99
1/2/2017,138.61
1/3/2017,139.15
1/4/2017,139.02
1/5/2017,139.04
1/6/2017,139.19
1/9/2017,138.76
1/10/2017,138.77
1/11/2017,138.88
1/12/2017,138.24
1/13/2017,139.8
1/16/2017,138.76
1/17/2017,138.2
1/18/2017,138.05
1/19/2017,137.95
1/20/2017,138.16
1/23/2017,137.5
1/24/2017,137.69
1/25/2017,138.94
1/26/2017,138.61
1/27/2017,137.93
1/30/2017,136.41
1/31/2017,135.47
2/1/2017,136.65
2/2/2017,136.67
2/3/2017,137.52
2/6/2017,136.16
2/7/2017,135.55
2/8/2017,135.84
2/9/2017,137.4
2/10/2017,137.47
2/13/2017,139.06
2/14/2017,139.26
2/15/2017,139.97
2/16/2017,139.35
2/17/2017,138.46
2/20/2017,138.4
2/21/2017,139
2/22/2017,139.19
2/23/2017,139.13
2/24/2017,137.86
2/27/2017,137.89
2/28/2017,138.25
3/1/2017,140.9
3/2/2017,140.93
3/3/2017,141.76
3/6/2017,141.18
3/7/2017,140.7
3/8/2017,140.9
3/9/2017,141.5
3/10/2017,141.84
3/13/2017,142.01
3/14/2017,141.41
3/15/2017,141.57
3/16/2017,142.43
3/17/2017,142.84
3/20/2017,142.36
3/21/2017,142.1
3/22/2017,141.87
3/23/2017,142.99
3/24/2017,142.85
3/27/2017,142.73
3/28/2017,143.61
3/29/2017,144.12
3/30/2017,144.74
3/31/2017,145.77
4/3/2017,144.82
4/4/2017,145.21
4/5/2017,145
4/6/2017,145.83
4/7/2017,146.32
4/10/2017,145.51
4/11/2017,145.32
4/12/2017,145.34
4/13/2017,144.59
4/18/2017,142.43
4/19/2017,142.84
4/20/2017,144.78
4/21/2017,144.34
4/24/2017,150.34
4/25/2017,150.8
4/26/2017,150.99
4/27/2017,150.54
4/28/2017,150.41
5/2/2017,151.44
5/3/2017,151.36
5/4/2017,153.38
5/5/2017,154.9
5/8/2017,153.65
5/9/2017,153.97
5/10/2017,154.03
5/11/2017,153.43
5/12/2017,154.18
5/15/2017,154.5
5/16/2017,154.34
5/17/2017,151.89
5/18/2017,150.92
5/19/2017,152.03
5/22/2017,151.85
5/23/2017,152.37
5/24/2017,152.39
5/25/2017,152.45
5/26/2017,152.46
5/29/2017,152.34
5/30/2017,151.73
5/31/2017,151.17
6/1/2017,152.22
6/2/2017,152.98
6/5/2017,152.01
6/6/2017,150.9
6/7/2017,150.88
6/8/2017,150.77
6/9/2017,151.71
6/12/2017,149.84
6/13/2017,150.51
6/14/2017,150.19
6/15/2017,149.47
6/16/2017,150.8
6/19/2017,152.11
6/20/2017,151.65
6/21/2017,151.17
6/22/2017,151.32
6/23/2017,150.91
6/26/2017,151.72
6/27/2017,150.58
6/28/2017,150.35
6/29/2017,147.57
6/30/2017,146.69
7/3/2017,148.57
7/4/2017,148.02
7/5/2017,148.24
7/6/2017,147.33
7/7/2017,147.15
7/10/2017,147.68
7/11/2017,146.99
7/12/2017,149.24
7/13/2017,149.69
7/14/2017,149.8
7/17/2017,149.6
7/18/2017,148.13
7/19/2017,149.23
7/20/2017,148.8
7/21/2017,146.62
7/24/2017,146.73
7/25/2017,147.71
7/26/2017,148.58
7/27/2017,148.46
7/28/2017,146.85
7/31/2017,145.82
8/1/2017,146.75
8/2/2017,146.26
8/3/2017,146.99
8/4/2017,148.92
8/7/2017,149.05
8/8/2017,149.4
8/9/2017,147.44
8/10/2017,146.58
8/11/2017,145.06
8/14/2017,146.82
8/15/2017,147.38
8/16/2017,148.44
8/17/2017,147.71
8/18/2017,146.76
8/21/2017,146.02
8/22/2017,147.21
8/23/2017,146.74
8/24/2017,146.7
8/25/2017,146.43
8/28/2017,145.75
8/29/2017,144.41
8/30/2017,145.22
8/31/2017,146.13
9/1/2017,147.11
9/4/2017,146.63
9/5/2017,146.21
9/6/2017,146.6
9/7/2017,147.01
9/8/2017,147.13
9/11/2017,148.92
9/12/2017,149.79
9/13/2017,149.94
9/14/2017,150.13
9/15/2017,149.66
9/18/2017,150.14
9/19/2017,150.41
9/20/2017,150.45
9/21/2017,151.1
9/22/2017,151.54
9/25/2017,151.34
9/26/2017,151.38
9/27/2017,151.77
9/28/2017,152.14
9/29/2017,153.14
10/2/2017,153.76
10/3/2017,154.23
10/4/2017,154.08
10/5/2017,154.47
10/6/2017,153.93
10/9/2017,154.05
10/10/2017,154.01
10/11/2017,154.03
10/12/2017,154.03
10/13/2017,153.73
10/16/2017,154.02
10/17/2017,154.04
10/18/2017,154.77
10/19/2017,154.2
10/20/2017,154.36
10/23/2017,154.71
10/24/2017,154.84
10/25/2017,154.34
10/26/2017,156.44
10/27/2017,157.38
10/30/2017,157.43
10/31/2017,157.66
11/1/2017,157.92
11/2/2017,157.79
11/3/2017,157.99
11/6/2017,157.7
11/7/2017,156.91
11/8/2017,156.76
11/9/2017,155
11/10/2017,154.29
11/13/2017,153.06
11/14/2017,152.51
11/15/2017,152.12
11/16/2017,153.18
11/17/2017,152.63
11/20/2017,153.21
11/21/2017,153.88
11/22/2017,153.54
11/23/2017,154.31
11/24/2017,154.59
11/27/2017,153.83
11/28/2017,154.69
11/29/2017,154.9
11/30/2017,154.34
12/1/2017,152.77
12/4/2017,154.73
12/5/2017,154.41
12/6/2017,154.43
12/7/2017,154.79
12/8/2017,155.2
12/11/2017,154.83
12/12/2017,155.84
12/13/2017,155.04
12/14/2017,153.93
12/15/2017,153.61
12/18/2017,155.67
12/19/2017,154.71
12/20/2017,153.84
12/21/2017,154.6
12/22/2017,154.08
12/27/2017,154.19
12/28/2017,153.43
12/29/2017,152.7
1/2/2018,152.15
1/3/2018,153.27
1/4/2018,155.46
1/5/2018,157.04
1/8/2018,157.5
1/9/2018,158.52
1/10/2018,157.92
1/11/2018,157.32
1/12/2018,158.05
1/15/2018,157.89
1/16/2018,158.25
1/17/2018,157.81
1/18/2018,157.76
1/19/2018,158.72
1/22/2018,159.13
1/23/2018,158.96
1/24/2018,157.75
1/25/2018,157.24
1/26/2018,158.57
1/29/2018,158.34
1/30/2018,157.14
1/31/2018,157.51
2/1/2018,156.86
2/2/2018,154.35
2/5/2018,152.04
2/6/2018,148.52
2/7/2018,151.3
2/8/2018,148.36
2/9/2018,146.39
2/12/2018,148.06
2/13/2018,147.24
2/14/2018,148.83
2/15/2018,150.42
2/16/2018,152.14
2/19/2018,151.49
2/20/2018,152.42
2/21/2018,152.77
2/22/2018,152.81
2/23/2018,153
2/26/2018,153.75
2/27/2018,153.63
2/28/2018,153.05
3/1/2018,151.44
3/2/2018,148.16
3/5/2018,148.89
3/6/2018,149.21
3/7/2018,149.79
3/8/2018,151.7
3/9/2018,152.27
3/12/2018,152.43
3/13/2018,151.47
3/14/2018,151.21
3/15/2018,152.17
3/16/2018,152.49
3/19/2018,150.85
3/20/2018,151.57
3/21/2018,151.25
3/22/2018,149.28
3/23/2018,147.32
3/26/2018,146.57
3/27/2018,148
3/28/2018,148.5
3/29/2018,149.38
3/30/2018,149.38
4/3/2018,148.9
4/4/2018,148.51
4/5/2018,152.17
4/6/2018,151.79
4/9/2018,152.01
4/10/2018,153.2
4/11/2018,152.33
4/12/2018,153.14
4/13/2018,153.39
4/16/2018,153.35
4/17/2018,154.53
4/18/2018,155.2
4/19/2018,155.52
4/20/2018,156.02
4/23/2018,156.52
4/24/2018,156.64
4/25/2018,155.71
4/26/2018,156.88
4/27/2018,157.85
4/30/2018,158.77
5/2/2018,159.13
5/3/2018,158.46
5/4/2018,158.84
5/7/2018,159.31
5/8/2018,159.33
5/9/2018,159.63
5/10/2018,160.07
5/11/2018,160.02
5/14/2018,160.01
5/15/2018,159.99
5/16/2018,160.25
5/17/2018,161.75
5/18/2018,161.52
5/21/2018,162.25
5/22/2018,162.26
5/23/2018,160.34
5/24/2018,159.98
5/25/2018,159.89
5/28/2018,158.95
5/29/2018,156.87
5/30/2018,156.57
5/31/2018,156.09
6/1/2018,157.76
6/4/2018,158.17
6/5/2018,157.82
6/6/2018,157.64
6/7/2018,157.12
6/8/2018,157.17
6/11/2018,157.82
6/12/2018,157.32
6/13/2018,157.55
6/14/2018,159.59
6/15/2018,159.01
6/18/2018,157.59
6/19/2018,155.9
6/20/2018,155.41
6/21/2018,153.94
6/22/2018,155.62
6/25/2018,152.94
6/26/2018,152.94
6/27/2018,154.15
6/28/2018,152.77
6/29/2018,154.04
7/2/2018,152.71
7/3/2018,153.88
7/4/2018,153.96
7/5/2018,155.22
7/6/2018,155.6
7/9/2018,156.24
7/10/2018,157.27
7/11/2018,155.19
7/12/2018,156.73
7/13/2018,157.32
7/16/2018,156.84
7/17/2018,157.13
7/18/2018,157.79
7/19/2018,156.94
7/20/2018,156.41
7/23/2018,155.81
7/24/2018,157.3
7/25/2018,157.16
7/26/2018,158.51
7/27/2018,159.36
7/30/2018,158.76
7/31/2018,159.26
8/1/2018,158.87
8/2/2018,158
8/3/2018,158.61
8/6/2018,158.54
8/7/2018,159.7
8/8/2018,159.24
8/9/2018,159.35
8/10/2018,157
8/13/2018,156.9
8/14/2018,156.65
8/15/2018,154.07
8/16/2018,155.27
8/17/2018,155.23
8/20/2018,156.31
8/21/2018,157.02
8/22/2018,157.35
8/23/2018,157.37
8/24/2018,157.67
8/27/2018,158.97
8/28/2018,159.17
8/29/2018,159.6
8/30/2018,158.92
8/31/2018,156.98
9/3/2018,157.04
9/4/2018,155.2
9/5/2018,152.88
9/6/2018,152.53
9/7/2018,152.86
9/10/2018,153.41
9/11/2018,153.79
9/12/2018,155.09
9/13/2018,154.93
9/14/2018,155.6
9/17/2018,155.5
9/18/2018,155.94
9/19/2018,156.56
9/20/2018,158.03
9/21/2018,159.14
9/24/2018,158.61
9/25/2018,158.68
9/26/2018,159.58
9/27/2018,160.34
9/28/2018,159.05
10/1/2018,159.43
10/2/2018,158.32
10/3/2018,159.03
10/4/2018,156.71
10/5/2018,155.37
10/8/2018,153.69
10/9/2018,154.01
10/10/2018,150.61
10/11/2018,147.86
10/12/2018,147.64
10/15/2018,147.52
10/16/2018,149.95
10/17/2018,149.3
10/18/2018,148.56
10/19/2018,147.67
10/22/2018,146.76
10/23/2018,144.21
10/24/2018,143.92
10/25/2018,146.16
10/26/2018,144.33
10/29/2018,144.97
10/30/2018,144.67
10/31/2018,147.7
11/1/2018,147.58
11/2/2018,148.15
11/5/2018,147.93
11/6/2018,147.3
11/7/2018,149.19
11/8/2018,149.02
11/9/2018,148.34
11/12/2018,146.96
11/13/2018,148.15
11/14/2018,147.27
11/15/2018,146.06
11/16/2018,145.86
11/19/2018,144.61
11/20/2018,142.71
11/21/2018,144.2
11/22/2018,143.1
11/23/2018,143.45
11/26/2018,144.83
11/27/2018,144.57
11/28/2018,144.56
11/29/2018,145.27
11/30/2018,145.12
12/3/2018,146.43
12/4/2018,145.16
12/5/2018,143.25
12/6/2018,138.45
12/7/2018,139.48
12/10/2018,137.35
12/11/2018,139.17
12/12/2018,142.13
12/13/2018,141.81
12/14/2018,140.55
12/17/2018,138.97
12/18/2018,137.69
12/19/2018,138.32
12/20/2018,135.85
12/21/2018,135.77
12/24/2018,133.97
12/27/2018,133.07
12/28/2018,135.4
12/31/2018,136.94
1/2/2019,135.76
1/3/2019,133.55
1/4/2019,137.12
1/7/2019,136.7
1/8/2019,138.36
1/9/2019,139.48
1/10/2019,139.41
1/11/2019,138.76
1/14/2019,138.1
1/15/2019,138.72
1/16/2019,139.48
1/17/2019,139.07
1/18/2019,141.43
1/21/2019,141.22
1/22/2019,140.67
1/23/2019,140.41
1/24/2019,141.24
1/25/2019,142.73
1/28/2019,141.7
1/29/2019,142.74
1/30/2019,144.02
1/31/2019,144.36
2/1/2019,145.15
2/4/2019,144.66
2/5/2019,147.12
2/6/2019,146.86
2/7/2019,144.29
2/8/2019,143.4
2/11/2019,144.87
2/12/2019,145.97
2/13/2019,146.59
2/14/2019,146.29
2/15/2019,148.7
2/18/2019,149.2
2/19/2019,148.96
2/20/2019,149.9
2/21/2019,149.97
2/22/2019,150.55
2/25/2019,150.99
2/26/2019,151.11
2/27/2019,150.8
2/28/2019,151.49
3/1/2019,152.29
3/4/2019,152.89
3/5/2019,153
3/6/2019,152.68
3/7/2019,151.99
3/8/2019,150.99
3/11/2019,151.93
3/12/2019,152.1
3/13/2019,153.04
3/14/2019,154.32
3/15/2019,155.81
3/18/2019,156.03
3/19/2019,156.49
3/20/2019,155.15
3/21/2019,155.07
3/22/2019,151.98
3/25/2019,151.57
3/26/2019,152.91
3/27/2019,152.7
3/28/2019,152.51
3/29/2019,154.07
4/1/2019,155.75
4/2/2019,156.35
4/3/2019,157.75
4/4/2019,157.51
4/5/2019,157.86
4/8/2019,157.62
4/9/2019,156.54
4/10/2019,156.95
4/11/2019,158.03
4/12/2019,158.58
4/15/2019,158.78
4/16/2019,159.38
4/17/2019,160.18
4/18/2019,160.65
4/23/2019,160.92
4/24/2019,160.68
4/25/2019,160.05
4/26/2019,160.51
4/29/2019,160.91
4/30/2019,160.92
5/2/2019,159.69
5/3/2019,159.89
5/6/2019,158.03
5/7/2019,155.72
5/8/2019,156.3
5/9/2019,153.34
5/10/2019,153.71
5/13/2019,151.74
5/14/2019,154.03
5/15/2019,154.98
5/16/2019,156.98
5/17/2019,156.63
5/20/2019,154.29
5/21/2019,154.98
5/22/2019,154.83
5/23/2019,152.02
5/24/2019,153.04
5/27/2019,153.58
5/28/2019,152.99
5/29/2019,150.47
5/30/2019,151.33
5/31/2019,150.22
6/3/2019,151.08
6/4/2019,151.73
6/5/2019,152.58
6/6/2019,152.05
6/7/2019,154.49
6/10/2019,154.97
6/11/2019,155.7
6/12/2019,154.83
6/13/2019,154.82
6/14/2019,154.49
6/17/2019,155.12
6/18/2019,158.46
6/19/2019,158.71
6/20/2019,159.02
6/21/2019,158.58
6/24/2019,158.39
6/25/2019,158.18
6/26/2019,157.73
6/27/2019,157.62
6/28/2019,158.95
7/1/2019,159.74
7/2/2019,160.01
7/3/2019,161.25
7/4/2019,161.33
7/5/2019,160.45
7/8/2019,160.26
7/9/2019,159.77
7/10/2019,159.6
7/11/2019,159.13
7/12/2019,159.77
7/15/2019,160.04
7/16/2019,161.03
7/17/2019,159.9
7/18/2019,159.3
7/19/2019,159.49
7/22/2019,159.83
7/23/2019,161.31
7/24/2019,161.05
7/25/2019,160.19
7/26/2019,161.26
7/29/2019,160.96
7/30/2019,158.43
7/31/2019,158.58
8/1/2019,159.74
8/2/2019,154.3
8/5/2019,150.83
8/6/2019,150.65
8/7/2019,151.61
8/8/2019,155.02
8/9/2019,153.32
8/12/2019,152.82
8/13/2019,154.16
8/14/2019,151.02
8/15/2019,150.51
8/16/2019,152.45
8/19/2019,154.54
8/20/2019,153.67
8/21/2019,156.4
8/22/2019,154.98
8/23/2019,153.27
8/26/2019,153.89
8/27/2019,154.9
8/28/2019,154.27
8/29/2019,156.53
8/30/2019,157.6
9/2/2019,157.94
9/3/2019,157.09
9/4/2019,158.99
9/5/2019,160.65
9/6/2019,160.87
9/9/2019,160.33
9/10/2019,160.37
9/11/2019,161.21
9/12/2019,162
9/13/2019,162.32
9/16/2019,160.73
9/17/2019,161.2
9/18/2019,161.35
9/19/2019,162.5
9/20/2019,163.27
9/23/2019,161.55
9/24/2019,161.56
9/25/2019,160.31
9/26/2019,161.37
9/27/2019,161.95
9/30/2019,162.96
10/1/2019,160.77
10/2/2019,155.9
10/3/2019,156.36
10/4/2019,157.77
10/7/2019,158.67
10/8/2019,156.79
10/9/2019,158
10/10/2019,159.9
10/11/2019,162.68
10/14/2019,162.09
10/15/2019,163.78
10/16/2019,163.58
10/17/2019,163.01
10/18/2019,162.08
10/21/2019,162.41
10/22/2019,162.64
10/23/2019,162.56
10/24/2019,163.58
10/25/2019,164.6
10/28/2019,164.93
10/29/2019,165.27
10/30/2019,165.94
10/31/2019,164.99
11/1/2019,165.88
11/4/2019,167.54
11/5/2019,168.14
11/6/2019,168.63
11/7/2019,169.29
11/8/2019,169.23
11/11/2019,169.31
11/12/2019,170
11/13/2019,169.56
11/14/2019,169.37
11/15/2019,170.49
11/18/2019,170.31
11/19/2019,169.69
11/20/2019,169.29
11/21/2019,168.91
11/22/2019,169.24
11/25/2019,170.16
11/26/2019,170.45
11/27/2019,170.4
11/28/2019,169.95
11/29/2019,169.71
12/2/2019,166.45
12/3/2019,164.81
12/4/2019,166.79
12/5/2019,166.9
12/6/2019,168.76
12/9/2019,167.84
12/10/2019,168.07
12/11/2019,168.36
12/12/2019,168.92
12/13/2019,169.88
12/16/2019,171.9
12/17/2019,171.33
12/18/2019,171.03
12/19/2019,171.39
12/20/2019,172.72
12/23/2019,172.95
12/24/2019,173.01
12/27/2019,173.21
12/30/2019,171.71
12/31/2019,171.53
1/2/2020,173.36
1/3/2020,173.35
1/6/2020,172.45
1/7/2020,172.51
1/8/2020,173.07
1/9/2020,173.4
1/10/2020,173.21
1/13/2020,173.18
1/14/2020,173.37
1/15/2020,173.27
1/16/2020,173.52
1/17/2020,175.2
1/20/2020,174.75
1/21/2020,173.88
1/22/2020,173.06
1/23/2020,171.98
1/24/2020,173.35
1/27/2020,169.05
1/28/2020,170.83
1/29/2020,171.64
1/30/2020,169.43
1/31/2020,167.67
2/3/2020,168.59
2/4/2020,171.25
2/5/2020,172.75
2/6/2020,174.17
2/7/2020,173.96
2/10/2020,173.65
2/11/2020,174.77
2/12/2020,176.08
2/13/2020,175.85
2/14/2020,175.35
2/17/2020,175.89
2/18/2020,175.23
2/19/2020,176.68
2/20/2020,175.24
2/21/2020,174.36
2/24/2020,167.87
2/25/2020,164.74
2/26/2020,164.9
2/27/2020,159.53
2/28/2020,154.15
3/2/2020,154.71
3/3/2020,156.44
3/4/2020,158.54
3/5/2020,155.5
3/6/2020,149.13
3/9/2020,137.01
3/10/2020,134.93
3/11/2020,133.96
3/12/2020,117.45
3/13/2020,119.44
3/16/2020,112.12
3/17/2020,114.92
3/18/2020,108.38
3/19/2020,111.46
3/20/2020,117.46
3/23/2020,113.28
3/24/2020,122.79
3/25/2020,127.8
3/26/2020,131.21
3/27/2020,125.68
3/30/2020,126.13
3/31/2020,126.77
4/1/2020,121.5
4/2/2020,121.93
4/3/2020,119.91
4/6/2020,125.56
4/7/2020,128.33
4/8/2020,128.54
4/9/2020,130.67
4/14/2020,130.95
4/15/2020,125.97
4/16/2020,125.68
4/17/2020,130.09
4/20/2020,130.81
4/21/2020,126.07
4/22/2020,127.56
4/23/2020,128.84
4/24/2020,127.25
4/27/2020,130.51
4/28/2020,132.33
4/29/2020,135.28
4/30/2020,132.49
5/4/2020,126.98
5/5/2020,130.06
5/6/2020,128.74
5/7/2020,130.6
5/8/2020,132.23
5/11/2020,130.45
5/12/2020,130.07
5/13/2020,126.49
5/14/2020,124.27
5/15/2020,124.67
5/18/2020,130.96
5/19/2020,129.31
5/20/2020,130.46
5/21/2020,129.05
5/22/2020,129.2
5/25/2020,132.12
5/26/2020,134.13
5/27/2020,136.13
5/28/2020,138.4
5/29/2020,136.29
6/1/2020,138.27
6/2/2020,141.11
6/3/2020,145.65
6/4/2020,145.51
6/5/2020,150.42
6/8/2020,149.72
6/9/2020,147.41
6/10/2020,146.17
6/11/2020,139.38
6/12/2020,140.09
6/15/2020,139.55
6/16/2020,143.44
6/17/2020,144.55
6/18/2020,143.56
6/19/2020,143.92
6/22/2020,143.03
6/23/2020,144.92
6/24/2020,140.7
6/25/2020,142.15
6/26/2020,141.92
6/29/2020,142.9
6/30/2020,142.78
7/1/2020,142.61
7/2/2020,146.1
7/3/2020,144.99
7/6/2020,147.15
7/7/2020,146.04
7/8/2020,144.31
7/9/2020,142.49
7/10/2020,143.97
7/13/2020,146.36
7/14/2020,144.97
7/15/2020,147.84
7/16/2020,147.34
7/17/2020,146.81
7/20/2020,147.58
7/21/2020,147.84
7/22/2020,146.1
7/23/2020,146.06
7/24/2020,143.76
7/27/2020,143.23
7/28/2020,142.98
7/29/2020,143.81
7/30/2020,140.76
7/31/2020,138.92
8/3/2020,141.53
8/4/2020,141.84
8/5/2020,143.17
8/6/2020,142
8/7/2020,142.19
8/10/2020,142.8
8/11/2020,146.13
8/12/2020,147.41
8/13/2020,146.64
8/14/2020,144.33
8/17/2020,144.59
8/18/2020,143.59
8/19/2020,144.7
8/20/2020,142.87
8/21/2020,142.52
8/24/2020,145.65
8/25/2020,145.66
8/26/2020,146.87
8/27/2020,145.75
8/28/2020,145.42
8/31/2020,143.91
9/1/2020,143.58
9/2/2020,146.28
9/3/2020,145.49
9/4/2020,144.2
9/7/2020,146.8
9/8/2020,144.42
9/9/2020,146.47
9/10/2020,145.96
9/11/2020,146.18
9/14/2020,146.8
9/15/2020,147.2
9/16/2020,147.47
9/17/2020,146.43
9/18/2020,144.66
9/21/2020,139.32
9/22/2020,138.86
9/23/2020,139.6
9/24/2020,138.4
9/25/2020,137.63
9/28/2020,140.94
9/29/2020,140.5
9/30/2020,139.9
10/1/2020,140.45
10/2/2020,140.51
10/5/2020,142.04
10/6/2020,142.83
10/7/2020,142.51
10/8/2020,143.4
10/9/2020,144.34
10/12/2020,145.28
10/13/2020,144.31
10/14/2020,144.13
10/15/2020,141.14
10/16/2020,143.76
10/19/2020,143.9
10/20/2020,143.8
10/21/2020,141.54
10/22/2020,141.58
10/23/2020,143.2
10/26/2020,140.46
10/27/2020,138.1
10/28/2020,133.47
10/29/2020,133.47
10/30/2020,134.09
11/2/2020,136.8
11/3/2020,140.07
11/4/2020,143.41
11/5/2020,145.19
11/6/2020,144.45
11/9/2020,155.15
11/10/2020,157.65
11/11/2020,158.35
11/12/2020,156.15
11/13/2020,156.73
11/16/2020,159.45
11/17/2020,159.72
11/18/2020,160.43
11/19/2020,159.42
11/20/2020,159.91
11/23/2020,159.81
11/24/2020,161.66
11/25/2020,161.91
11/26/2020,161.77
11/27/2020,162.75
11/30/2020,160.51
12/1/2020,162.27
12/2/2020,162.19
12/3/2020,161.91
12/4/2020,162.92
12/7/2020,161.89
12/8/2020,161.57
12/9/2020,161.11
12/10/2020,161.13
12/11/2020,159.97
12/14/2020,160.51
12/15/2020,160.61
12/16/2020,161.16
12/17/2020,161.27
12/18/2020,160.66
12/21/2020,156.84
12/22/2020,158.89
12/23/2020,160.65
12/24/2020,160.51
12/28/2020,162.3
12/29/2020,163
12/30/2020,162.62
12/31/2020,161.21
1/4/2021,162.33
1/5/2021,161.65
1/6/2021,163.41
1/7/2021,164.45
1/8/2021,165.57
1/11/2021,164.29
1/12/2021,163.99
1/13/2021,164.32
1/14/2021,165.05
1/15/2021,163.22
1/18/2021,163.26
1/19/2021,162.75
1/20/2021,163.61
1/21/2021,162.61
1/22/2021,161.68
1/25/2021,159.06
1/26/2021,160.52
1/27/2021,158.91
1/28/2021,160.24
1/29/2021,157.2
2/1/2021,159.02
2/2/2021,161.98
2/3/2021,162
2/4/2021,163.3
2/5/2021,164.72
2/8/2021,165.32
2/9/2021,165.52
2/10/2021,164.94
2/11/2021,164.97
2/12/2021,165.78
2/15/2021,168
2/16/2021,167.97
2/17/2021,167.39
2/18/2021,166.23
2/19/2021,167.35
2/22/2021,167.11
2/23/2021,167.47
2/24/2021,167.92
2/25/2021,167.53
2/26/2021,165.18
3/1/2021,167.75
3/2/2021,168.18
3/3/2021,168.69
3/4/2021,168.83
3/5/2021,167.37
3/8/2021,170.68
3/9/2021,171.28
3/10/2021,172.97
3/11/2021,174.22
3/12/2021,174.57
3/15/2021,174.2
3/16/2021,174.85
3/17/2021,174.81
3/18/2021,174.94
3/19/2021,173.22
3/22/2021,172.47
3/23/2021,171.96
3/24/2021,171.99
3/25/2021,172.05
3/26/2021,172.93
3/29/2021,173.66
3/30/2021,175.5
3/31/2021,174.93
4/1/2021,176.09
4/6/2021,176.96
4/7/2021,177.04
4/8/2021,178.13
4/9/2021,178.2
4/12/2021,177.94
4/13/2021,178.66
4/14/2021,179.32
4/15/2021,180.02
4/16/2021,181.44
4/19/2021,181.81
4/20/2021,178.28
4/21/2021,179.32
4/22/2021,180.9
4/23/2021,180.6
4/26/2021,181.19
4/27/2021,181.15
4/28/2021,182.01
4/29/2021,181.91
4/30/2021,180.97
5/3/2021,182.05
5/4/2021,180.43
5/5/2021,182.65
5/6/2021,183.12
5/7/2021,184.04
5/10/2021,183.99
5/11/2021,180.75
5/12/2021,180.93
5/13/2021,181.09
5/14/2021,183.8
5/17/2021,183.15
5/18/2021,182.77
5/19/2021,180.23
5/20/2021,182.4
5/21/2021,183.51
5/24/2021,184.16
5/25/2021,183.67
5/26/2021,183.77
5/27/2021,184.81
5/28/2021,186.15
5/31/2021,185.06
6/1/2021,186.28
6/2/2021,187.03
6/3/2021,186.52
6/4/2021,186.69
6/7/2021,187.49
6/8/2021,187.75
6/9/2021,188.28
6/10/2021,187.86
6/11/2021,189.49
6/14/2021,190
6/15/2021,190.52
6/16/2021,190.91
6/17/2021,191.21
6/18/2021,188.57
6/21/2021,189.27
6/22/2021,189.57
6/23/2021,187.87
6/24/2021,190.14
6/25/2021,189.97
6/28/2021,188.11
6/29/2021,188.34
6/30/2021,186.74
7/1/2021,188.04
7/2/2021,188.08
7/5/2021,188.4
7/6/2021,186.87
7/7/2021,187.53
7/8/2021,184.02
7/9/2021,187.57
