,date,TFI FP Equity,AIR FP Equity,VANTI FP Equity,VIV FP Equity,DSY FP Equity,ORA FP Equity,VIE FP Equity,DG FP Equity,RI FP Equity,LOR FP Equity,PUB FP Equity,EL FP Equity,ENGI FP Equity,EDF FP Equity,ALO FP Equity,VK FP Equity,AF FP Equity,MTP FP Equity,SEV FP Equity,TE FP Equity,EDEN FP Equity,KN FP Equity,PUB FP Equity.1,SAF FP Equity,LR FP Equity,SOLB BB Equity,GTO NA Equity,ALU FP Equity,FR FP Equity,UG FP Equity,LI FP Equity,NOKIA FP Equity,SW FP Equity,ATO FP Equity,STMPA FP Equity,RMS FP Equity,DSY FP Equity.1,WLN FP Equity,HO FP Equity,WLN FP Equity.1,TEP FP Equity,ALO FP Equity.1,STLAP FP Equity,ERF FP Equity,EDEN FP Equity.1,VIV FP Equity.1,MSCI FRANCE,,,
582,5/15/2001,40,22.66,2937.8785,21.1717,5.47,60.7833,47.3062,18.016,23.2862,,36.2,17.04,,,276.5422,59.6737,105.4087,,,,,6.5197,36.2,15.0429,,9.0857,,35.2621,16.7833,38.1848,11.1316,,39.5623,70.7026,44.2,53.933,5.47,,45.6,,26.21,276.5422,,2.61,,21.1717,142.93,,,
583,5/16/2001,39.76,22.99,2975.3833,21.2561,5.225,60.3951,47.3999,17.3656,23.4557,,36.02,17.15,,,272.8028,57.5835,108.334,,,,,6.5658,36.02,14.9143,,9.0439,,33.8767,16.6667,38.9788,11.1748,,40.3528,71.0807,43.49,54.967,5.225,,47.5,,25.18,272.8028,,2.65,,21.2561,142.4,,,
584,5/17/2001,40.2,23,3109.7757,21.6078,5.2,62.1207,48.0094,17.5497,23.7177,,36.75,16.965,,,280.3665,59.8376,109.1913,,,,,6.5592,36.75,15.2314,,8.9771,,34.1613,17.1667,40.5428,11.2721,,37.6578,71.1185,44.95,54.5,5.2,,46.11,,25.47,280.3665,,2.65,,21.6078,144.29,,,
585,5/18/2001,40.41,23.27,3125.4027,21.7906,5.3,62.0344,47.8219,17.3042,23.6561,,36.76,17.1,,,285.3807,59.2229,109.5948,,,,,6.5099,36.76,15.3,,9.1275,,31.6941,17.0833,40.4946,11.3477,,37.3703,74.8616,45.6,55.667,5.3,,47.2,,26.03,285.3807,,2.71,,21.7906,145.32,,,
586,5/21/2001,40.6,23.57,3094.7737,21.8047,5.475,62.3364,46.8842,17.611,23.6098,,36.5,16.805,,,275.4374,59.3048,112.4696,,,,,6.4803,36.5,15.0343,,9.0189,,32.8234,17,41.2646,11.1424,,36.9751,77.1302,46.59,54.1,5.475,,47.38,,25.84,275.4374,,2.71,,21.8047,145.86,,,
587,5/22/2001,41.66,23.84,3225.4155,22.3533,5.72,62.9835,46.8842,17.427,23.7331,,37.38,16.55,,,271.953,58.1983,111.9653,,,,,6.4803,37.38,15.8571,,9.0439,,34.3037,17.4167,41.5774,11.1856,,37.3703,76.374,48.14,54.667,5.72,,49.03,,27.25,271.953,,2.72,,22.3533,146.95,,,
588,5/23/2001,41.1,23.95,3200.4123,22.1142,5.78,61.8187,47.1655,17.427,24.0414,,38.02,16.5,,,273.4827,57.3786,110.3513,,,,,6.5132,38.02,15.3257,,9.1859,,32.5007,17.2333,40.0736,11.2396,,37.1907,75.6178,46.85,55.533,5.78,,49.32,,26.58,273.4827,,2.65,,22.1142,145.31,,,
589,5/25/2001,40.6,22.9,3187.9107,21.9454,5.715,61.4736,47.2593,17.6724,24.1338,,38.77,16.3,,,274.5025,55.2474,109.6957,,,,,6.5099,38.77,15.2486,,9.0773,,30.3182,17.35,39.6405,11.2396,,37.4422,76.2227,47.13,55.733,5.715,,47.4,,26.64,274.5025,,2.63,,21.9454,144.33,,,
590,5/28/2001,40.76,22.9,3225.4155,22.1142,5.71,61.2579,47.353,17.6724,24.3496,,38.64,16.15,,,284.7008,56.0671,109.6957,,,,,6.4967,38.64,15.5143,,9.0857,,30.1758,17.1,40.0014,11.2396,,37.3703,74.8616,47.35,55.667,5.71,,48.22,,27.98,284.7008,,2.465,,22.1142,145.05,,,
591,5/29/2001,40.15,22.9,3103.5248,21.6078,5.67,59.4029,46.4154,17.5742,24.3496,,38.45,16,,,293.1993,56.3539,107.9809,,,,,6.4967,38.45,15.6086,,9.1692,,29.2744,17,39.7247,11.1856,,37.3703,74.1054,45.02,55.667,5.67,,47.9,,28.57,293.1993,,2.2,,21.6078,143.4,,,
592,5/30/2001,38.9,22.42,2962.8817,21.3545,5.395,56.7714,46.0403,17.3288,24.5037,,37.02,16.12,,,296.5987,54.3457,110.9061,,,,,6.4967,37.02,15.0086,,9.1859,,27.7656,17,39.6044,11.2288,,37.3703,71.8369,42,55.467,5.395,,46.6,,28.28,296.5987,,1.915,,21.3545,140.92,,,
593,5/31/2001,38.5,23.22,2906.6245,21.1857,5.285,56.0812,47.1655,16.8501,24.966,,37.1,15.95,,,292.8594,53.444,109.3426,,,,,6.5724,37.1,14.4686,,9.2611,,28.4203,17,39.3277,11.3045,,35.739,72.215,42,55.667,5.285,,48.31,,28.94,292.8594,,1.839,,21.1857,141.18,,,
594,6/1/2001,39.36,23.88,2794.7351,21.0873,5.205,54.8733,46.2747,17.3901,24.6578,,37,16.03,,,290.5648,54.9195,108.5861,,,,,6.5461,37,13.5943,,9.094,,27.8035,16.9833,39.3517,11.2721,,36.8673,73.2736,40.7,55.667,5.205,,48,,29.08,290.5648,,1.98,,21.0873,140.65,,,
595,6/5/2001,40.9,24.05,2853.4926,21.1998,5.49,55.3909,45.4777,17.8565,25.1047,,37.85,16.01,,,297.4486,54.9195,108.4348,,,,,6.3947,37.85,12.7886,,9.57,,28.6671,17.1667,40.3142,11.2613,,37.7297,72.6687,43.15,56.333,5.49,,47.88,,31.48,297.4486,,2,,21.1998,142.74,,,
596,6/6/2001,41.3,23.85,2887.247,21.2983,5.56,54.2262,45.6746,18.0528,25.9986,,37,16.015,,,297.1936,55.4933,107.9305,,,,,6.3618,37,13.0714,,10.2214,,28.8948,16.7667,40.4225,11.3801,,37.8375,74.1811,43.5,56.6,5.56,,48.2,,29.64,297.1936,,2.008,,21.2983,142.18,,,
597,6/7/2001,40.75,24.8,2859.7434,20.9325,5.49,52.1986,46.1528,18.1265,25.5825,,37.85,16.05,,,303.3975,54.9195,111.3096,,,,,6.3618,37.85,12.9686,,10.1546,,27.7086,16.95,39.1713,11.2396,,38.7863,74.1054,44.3,55.733,5.49,,48.3,,29.87,303.3975,,2.018,,20.9325,141,,,
598,6/8/2001,40.7,24.01,2906.6245,20.7356,5.465,52.3712,46.0403,18.1019,25.5516,,37,16.215,,,290.2248,55.3293,111.2087,,,,,6.375,37,13.1229,,10.188,,27.7561,16.4833,39.3036,11.2505,,38.1625,74.4835,44.79,56.6,5.465,,47.51,,29.84,290.2248,,2.022,,20.7356,140.81,,,
599,6/11/2001,40.3,24.1,2812.8624,20.6934,5.32,52.1986,45.4683,17.7338,25.5825,,36.26,16.35,,,274.0776,55.7392,110.6035,,,,,6.375,36.26,12.5571,,10.2214,,27.8984,16.3267,39.2675,11.2396,,37.9056,71.4588,44.1,56.8,5.32,,46.6,,29.13,274.0776,,2.033,,20.6934,140.26,,,
600,6/12/2001,39,23.54,2670.344,20.4542,5.08,50.0416,45.5339,17.2306,25.4284,,34.5,16.225,,,287.2503,55.6162,107.6783,,,,,6.3816,34.5,12,,10.188,,26.8072,16.0867,38.3893,11.2396,,38.0524,68.6232,40.1,57.3,5.08,,45,,27.39,287.2503,,1.99,,20.4542,137.52,,,
601,6/13/2001,39.3,23.66,2724.101,20.6371,5.25,51.379,45.1026,17.5619,26.1064,,34.1,16.245,,,284.2758,57.2966,105.4087,,,,,6.3947,34.1,12.2057,,10.2715,,26.5225,16.2667,38.5938,11.3477,,37.2451,67.2998,40.22,56.267,5.25,,47.14,,27.98,284.2758,,2.01,,20.6371,138.39,,,
602,6/14/2001,37.5,23.25,2549.7035,20.3839,4.929,49.826,45.9465,17.746,25.7366,,31.66,15.92,,,279.4317,54.5506,102.8366,,,,,6.4539,31.66,11.82,,10.188,,25.621,16,38.4976,11.2937,,37.3185,64.8045,38.52,56.333,4.929,,46.13,,26.78,279.4317,,2.01,,20.3839,136.98,,,
603,6/15/2001,36.05,22.81,2531.5762,20.398,4.86,50.775,45.5527,17.8565,25.5979,,30.74,16,,,284.6158,53.2801,104.2487,,,,,6.4539,30.74,11.0914,,9.9959,,24.4728,15.5,37.7998,11.3693,,36.2544,65.7875,37.3,54.967,4.86,,45.2,,25.6,284.6158,,1.989,,20.398,135.55,,,
604,6/18/2001,36.4,22.22,2450.3157,19.8493,4.73,48.9632,46.1059,17.7215,25.5054,,29.9,16.735,,,277.9019,53.6899,101.1218,,,,,6.4605,29.9,10.8686,,9.8874,,23.8465,15.6667,37.7156,11.445,,36.3278,63.7836,37.95,54.233,4.73,,45.21,,25.27,277.9019,,1.92,,19.8493,133.66,,,
605,6/19/2001,36.09,23,2537.827,19.8212,4.747,47.669,45.9465,17.8442,25.5825,,30.34,17.25,,,275.3524,55.8211,100.4661,,,,,6.4671,30.34,10.8857,,9.7538,,23.6377,15.5333,38.2209,11.4558,,36.4745,64.6532,38,53.667,4.747,,44.18,,26.1,275.3524,,1.75,,19.8212,134.75,,,
606,6/20/2001,35,22.48,2469.6932,19.16,4.8,46.7631,46.0122,17.6969,25.5825,,29,16.91,,,284.7008,56.4769,96.3809,,,,,6.4737,29,9.9086,,9.6452,,22.9166,15.4,37.9201,11.4558,,37.2084,66.468,36.6,52.533,4.8,,45.5,,24.81,284.7008,,1.639,,19.16,134,,,
607,6/21/2001,35.77,23.25,2500.3221,18.9771,4.651,45.7709,46.8373,17.746,25.4592,,29.38,17.15,,,285.5506,55.5343,98.1461,,,,,6.4868,29.38,9.6171,,9.5617,,22.9166,15.4,37.86,11.445,,38.6395,65.0313,35.85,52.167,4.651,,42.83,,24.12,285.5506,,1.75,,18.9771,132.91,,,
608,6/22/2001,35.66,23.01,2519.0745,18.7098,4.767,46.3748,46.2091,18.6542,25.4284,,29.5,17,,,282.1512,55.7802,96.3305,,,,,6.4868,29.5,10.4914,,9.4698,,23.391,15.4,38.1246,11.4558,,39.5936,66.1278,36.8,54.6,4.767,,43.56,,24.43,282.1512,,1.8,,18.7098,134.28,,,
609,6/25/2001,35.24,22.25,2450.3157,19.1459,4.616,47.2807,46.6029,18.2247,25.5825,,29.2,16.8,,,288.95,54.5096,95.8261,,,,,6.5066,29.2,10.0286,,9.3028,,22.7742,15.64,38.1367,11.4126,,39.9972,65.0313,37,54,4.616,,43.35,,24.15,288.95,,1.764,,19.1459,134.99,,,
610,6/26/2001,34,21.99,2256.5407,18.3441,4.419,46.0297,45.9465,17.8933,24.966,,29,16.79,,,283.8509,53.8539,90.6818,,,,,6.4375,29,10.5171,,9.4364,,21.607,15.35,37.8479,11.2396,,39.8504,60.6833,36.35,54.333,4.419,,43.33,,23.49,283.8509,,1.611,,18.3441,131.95,,,
611,6/27/2001,33.6,21.57,2279.6687,18.0627,4.525,44.8649,46.0497,17.8442,25.5054,,29.24,17,,,289.7149,53.6899,92.0435,,,,,6.4507,29.24,9.8657,,9.7287,,21.8538,15.5,38.0164,11.3261,,39.7037,58.9819,36.75,54.733,4.525,,43,,23.69,289.7149,,1.625,,18.0627,131.05,,,
612,6/28/2001,34.5,21.6,2369.0552,18.2738,4.482,47.669,46.6967,18.4701,25.4746,,28.17,17.05,,,286.4005,53.1981,93.4052,,,,,6.4474,28.17,10.0286,,9.5951,,22.6414,15.6667,37.8961,11.3477,,40.9146,59.7759,38.59,54.067,4.482,,44.45,,24.32,286.4005,,1.8,,18.2738,133.07,,,
613,6/29/2001,34.46,21.75,2375.306,19.371,4.552,48.5749,46.6123,18.4701,25.5208,,28.6,16.9,,,279.2617,53.6899,95.8261,,,,,6.5033,28.6,9.9429,,9.7705,,23.4385,15.8967,38.5818,11.3477,,40.4743,64.2751,41,54.333,4.552,,42.77,,24.9,279.2617,,1.869,,19.371,135.53,,,
614,7/2/2001,35.45,22.1,2481.5697,20.0463,4.697,50.9044,47.1186,18.5806,24.442,,29.7,16.875,,,292.3495,54.9195,97.8435,,,,,6.4934,29.7,10.1229,,9.6285,,23.9699,16,38.8344,11.1316,,40.5843,67.2998,40.7,53.667,4.697,,43.6,,25.01,292.3495,,1.765,,20.0463,137.01,,,
615,7/3/2001,34.51,22.39,2437.8141,19.8352,4.466,48.4455,46.3216,18.2247,24.3188,,29.2,16.85,,,283.8509,55.3293,97.2383,,,,,6.4868,29.2,10.5429,,9.5533,,23.4859,15.9567,38.8705,11.0775,,40.621,63.2543,38.93,54.333,4.466,,43.15,,25.13,283.8509,,1.78,,19.8352,134.54,,,
616,7/4/2001,34,22.77,2280.2938,19.6524,4.035,47.065,46.8373,18.4088,24.8119,,29.35,16.495,,,280.4515,54.0588,95.8261,,,,,6.4474,29.35,10.4486,,9.2026,,21.7304,16.1167,38.8705,11.0883,,40.7311,62.3847,38.29,54,4.035,,43.85,,24.62,280.4515,,1.78,,19.6524,133.82,,,
617,7/5/2001,32.9,23,2219.0359,19.0615,3.955,46.7631,46.6029,18.2615,24.7965,,27.59,16.59,,,273.6527,53.649,95.8261,,,,,6.4868,27.59,10.2514,,9.4281,,19.2632,16.16,39.1953,11.2288,,41.2448,58.5282,36.65,53.133,3.955,,43.5,,23.72,273.6527,,1.701,,19.0615,132.39,,,
618,7/6/2001,33,22.73,2175.2803,18.4285,3.9,44.6061,46.7904,18.3965,24.8736,,26.34,16.85,,,271.1031,50.985,94.5653,,,,,6.4474,26.34,9.7543,,9.5032,,18.153,15.9333,38.4374,11.3477,,41.5017,56.8646,34.6,53,3.9,,42.56,,22.5,271.1031,,1.746,,18.4285,129.22,,,
619,7/9/2001,32.69,22.46,2225.2867,18.4426,3.837,44.3041,46.7811,18.5683,24.7503,,25.98,16.685,,,267.9587,52.7063,96.8348,,,,,6.4737,25.98,9.7714,,9.5784,,18.4566,15.75,38.0404,11.2072,,41.0981,57.6208,33.97,52.7,3.837,,42.35,,20.67,267.9587,,1.655,,18.4426,130.1,,,
620,7/10/2001,32.28,21.96,2214.0352,18.316,4,44.0453,46.6404,18.3842,24.966,,25.3,17.25,,,267.7037,52.7473,101.4244,,,,,6.4803,25.3,9.5829,,9.6034,,17.8588,15.8333,38.1487,11.2937,,42.1255,59.2465,33.76,53.633,4,,42.2,,20.95,267.7037,,1.675,,18.316,128.66,,,
621,7/11/2001,32.39,21.8,2131.5246,17.5563,3.933,42.9668,46.978,18.1633,25.151,,25.49,17.13,,,270.5082,51.2718,99.8609,,,,,6.5132,25.49,9.48,,9.6703,,17.0048,15.4733,38.4013,11.2829,,43.1163,57.2427,32.5,53.5,3.933,,42.51,,20.44,270.5082,,1.607,,17.5563,127.09,,,
622,7/12/2001,33.4,21.73,2137.7754,17.908,3.932,44.0884,47.1655,17.9056,25.228,,26.29,17.325,,,273.4827,50.6571,99.8105,,,,,6.5625,26.29,9.72,,9.712,,17.4128,16.0633,38.1487,11.2396,,42.6392,59.7381,34.1,53.367,3.932,,42.31,,20.44,273.4827,,1.65,,17.908,128.23,,,
623,7/13/2001,34.85,21.69,2237.7883,18.6114,4.17,43.8296,47.6344,18.0897,25.3205,,26,17,,,284.7008,49.3865,101.1218,,,,,6.5658,26,9.6,,9.7287,,18.0296,16.09,38.3292,11.1856,,43.0062,61.2504,35.3,53.233,4.17,,40.99,,20.76,284.7008,,1.612,,18.6114,129.94,,,
624,7/16/2001,34.47,21.79,2290.9202,18.6958,4.1,43.8296,47.353,17.7951,25.3975,,26.33,16.9,,,277.392,48.239,100.8696,,,,,6.5658,26.33,9.9429,,9.8122,,18.2668,16.0167,38.5457,11.0343,,43.5933,60.154,34.7,52.333,4.1,,40.7,,20.92,277.392,,1.634,,18.6958,129.82,,,
625,7/17/2001,33.8,21.8,2170.9047,18.0205,4.004,42.846,47.2124,18.0651,25.4284,,25.92,16.995,,,279.6866,46.4766,100.8696,,,,,6.5724,25.92,9.5829,,9.8122,,18.4187,16.0333,38.5096,11.0992,,43.4098,57.8476,33.39,53.2,4.004,,42.18,,20.72,279.6866,,1.644,,18.0205,128.64,,,
626,7/18/2001,32.85,21.8,2180.906,17.6548,3.903,40.8271,47.2124,17.9179,25.7212,,25.1,17.005,,,278.3269,45.7389,100.3653,,,,,6.5461,25.1,9.3943,,10.0043,,18.1245,15.9467,38.3292,11.1316,,42.9328,58.6038,32.45,53.333,3.903,,45.39,,21.52,278.3269,,1.648,,17.6548,125.72,,,
627,7/19/2001,33,21.6,2256.5407,17.1624,4.05,42.2766,47.0717,18.1633,25.8136,,26.39,17.1,,,282.4062,45.9029,97.8939,,,,,6.5592,26.39,9.4971,,9.9542,,18.6844,16.24,38.0765,11.0992,,42.786,60.0405,33.54,53.333,4.05,,42.25,,22.97,282.4062,,1.63,,17.1624,127.43,,,
628,7/20/2001,33,21.4,2169.0294,16.8248,3.914,41.431,46.6498,18.1633,25.8753,,25.6,16.94,,,285.0407,44.8372,96.0783,,,,,6.5592,25.6,9.5229,,10.0377,,17.3179,16.1767,38.1126,11.2721,,43.0062,57.1671,33.32,55,3.914,,43.15,,22.68,285.0407,,1.6,,16.8248,126.28,,,
