,JMAT LN Equity,MCRO LN Equity,JMAT LN Equity,AL/ LN Equity,LMI LN Equity,POLY LN Equity,COB LN Equity,BLND LN Equity,CPG LN Equity,FXPO LN Equity,AGK LN Equity,WG/ LN Equity,KGF LN Equity,HL/ LN Equity,CNE LN Equity,LSEG LN Equity,WMH LN Equity,1655637D LN Equity,DRX LN Equity,ATST LN Equity,BBY LN Equity,FCIT LN Equity,PNN LN Equity,MERL LN Equity,FRES LN Equity,CW/ LN Equity,CNA LN Equity,539988Q LN Equity,BI/ LN Equity,ISYS LN Equity,III LN Equity,PSN LN Equity,HIK LN Equity,AU/ LN Equity,WEIR LN Equity,ESSR LN Equity,IAP LN Equity,EMG LN Equity,SRP LN Equity,ADN LN Equity,SEM LN Equity,INTU LN Equity,IDS LN Equity,SPT LN Equity,THUS LN Equity,ENRC LN Equity,VED LN Equity,CRDA LN Equity,HAS LN Equity,TUI LN Equity,MRO LN Equity,WTB LN Equity,EVR LN Equity,1837977D LN Equity,TATE LN Equity,PFC LN Equity,BKG LN Equity,MGGT LN Equity,MRW LN Equity,SCTN LN Equity,FRAS LN Equity,CURY LN Equity,BET LN Equity,SDR LN Equity,8179618Q LN Equity,CPI LN Equity,SDR LN Equity,8179618Q LN Equity,CPI LN Equity
10/15/2010,0.017970249,-0.001823906,0.017970249,,-0.002723316,,-0.007919395,-0.001978239,0.006546108,-0.007714170,0.006590902,-0.002672011,0.000417537,0.010339734,-0.025885529,-0.000746708,0.027704097,-0.007980050,0.006424671,-0.004301692,-0.005227782,-0.004088586,-0.010833333,,0.019476744,,-0.010375343,,,-0.015493867,-0.005741304,-0.009680795,0.006870229,,0.001898734,,-0.002720234,0.001137656,0.005603781,-0.009895227,,-0.004615337,,-0.002777778,,,-0.021052632,-0.003944861,-0.003249391,,-0.000740132,0.005962875,,,-0.005770576,0.016728070,0.000595238,-0.019601542,-0.005076142,,-0.003971119,-0.009060956,,0.000000000,0.011326270,0.001892204,0.000000000,0.011326270,0.001892204
10/18/2010,0.000519564,0.010050341,0.000519564,,-0.012561515,,-0.001257418,-0.005946482,0.014450848,-0.009819967,0.001785949,-0.005358339,0.006260434,-0.001754386,0.005594386,0.011211423,-0.005735589,-0.001508296,-0.010852218,0.005472350,-0.000375375,0.005131714,0.001684920,,-0.014257200,,-0.007400555,,,0.025245902,0.026834239,0.020343461,0.007581501,,0.003790272,,0.011959715,0.022348485,0.003185440,-0.000587889,,-0.006441965,,0.006267409,,,-0.087781036,0.021782044,-0.033414833,,-0.001851096,0.003556794,,,0.006804297,0.005768833,-0.005353956,-0.003277614,0.011904762,,-0.026821312,-0.002493766,,0.007432432,0.020592486,-0.002516110,0.007432432,0.020592486,-0.002516110
10/19/2010,-0.006746619,0.012663749,-0.006746619,,-0.021570733,,0.005047398,0.005982054,0.009971497,-0.007024793,-0.001782765,-0.016835017,-0.003318125,0.001464558,-0.003477252,-0.000739783,-0.011537352,-0.005287009,-0.028718942,-0.000572902,-0.007885843,0.003063308,0.005046257,,0.030083888,,0.007766387,,,-0.009593860,-0.007939133,-0.041947178,-0.104589917,,-0.005663940,,-0.012855069,-0.037421267,-0.005554859,0.005882353,,-0.003631005,,-0.017301038,,,0.006215174,0.011628169,0.010118044,,0.002968214,0.020673169,,,-0.003975577,-0.001063157,-0.001794258,0.002959553,-0.008403361,,-0.007448790,-0.007500000,,-0.006036217,-0.010973451,-0.010096035,-0.006036217,-0.010973451,-0.010096035
10/20/2010,0.019331692,-0.023671200,0.019331692,,0.015828144,,0.016324495,0.007928642,-0.013399775,0.030378693,-0.010714045,-0.009589041,0.006658344,-0.005557180,-0.012560959,-0.002218584,-0.004960607,-0.003290306,0.003322259,0.004012611,-0.007570023,0.001357313,0.000836820,,0.032013479,,-0.001233046,,,-0.002260252,-0.008669557,-0.027027027,-0.059663866,,0.012658228,,-0.003990758,0.006543495,-0.007980684,0.000584795,,0.012494939,,-0.008450704,,,-0.033226837,0.001915751,-0.035893155,,0.001849040,0.000578621,,,0.002994012,0.003830112,-0.016177352,-0.003606557,0.010169492,,0.036772983,-0.025188917,,0.007422402,-0.004652827,0.000637568,0.007422402,-0.004652827,0.000637568
10/21/2010,-0.003075591,-0.001372398,-0.003075591,,0.016138019,,0.011533614,-0.003933137,0.020729726,0.063004847,0.010228685,0.009681881,0.020256304,0.024705882,-0.010600579,-0.007413333,0.003812317,0.005332656,0.000331126,0.004852983,0.025553013,0.008471705,0.046822742,,-0.010340136,,0.016049383,,,0.037216828,0.000336361,-0.003888889,0.047363718,,0.022500000,,-0.006748208,0.006883365,-0.011263637,0.015195792,,0.003083058,,-0.014914773,,,0.003304693,0.005098902,-0.021645022,,-0.003322611,0.001156574,,,0.014925373,-0.027332281,0.020097442,0.028298782,0.005369128,,-0.148027506,-0.031869078,,0.018754186,0.009349155,-0.007643858,0.018754186,0.009349155,-0.007643858
10/22/2010,-0.004627155,0.000457977,-0.004627155,,-0.016429383,,-0.002448034,0.000987167,0.002801117,0.020516717,-0.000595854,0.003424658,0.006888169,0.027841561,-0.005714515,-0.002986832,0.010517090,0.004294014,-0.016550811,0.001988636,0.008925251,-0.003696237,-0.000798722,,-0.026120429,,-0.011239368,,,-0.000312012,-0.003698722,-0.005577245,0.013651877,,-0.017114914,,-0.007643312,-0.023927079,0.010578098,-0.008059873,,-0.012045501,,0.007930786,,,-0.057751427,0.011413732,-0.006194690,,-0.006298712,0.001155238,,,-0.007843697,-0.015899346,-0.008358209,0.014400000,-0.004339119,,0.001699235,-0.068505338,,-0.005917160,0.009618810,-0.000639965,-0.005917160,0.009618810,-0.000639965
10/25/2010,0.004648666,-0.004578732,0.004648666,,0.013919847,,0.002045035,0.003944773,0.000697691,0.036113179,0.004171814,0.002047782,-0.004828974,0.014241832,-0.013409834,0.053183219,0.000289101,0.003269618,-0.001346348,0.003685852,0.005897530,0.009443508,-0.001598721,,-0.032749859,,-0.003993856,,,-0.027465668,-0.001012487,0.001962984,0.045454545,,0.006218905,,0.004706889,0.014396887,0.019324075,-0.013348810,,0.002595886,,0.025035765,,,0.026101142,-0.009404009,0.011576135,,-0.001491301,-0.002307809,,,0.034585564,0.013943260,0.016255268,0.028075710,0.003352330,,-0.007633588,-0.006685769,,0.003968254,0.001411433,0.003210300,0.003968254,0.001411433,0.003210300
10/26/2010,-0.007197746,-0.001839847,-0.007197746,,-0.011532163,,-0.024848866,-0.000982318,0.008374035,-0.013654330,-0.003560750,0.000000000,-0.007278609,-0.018447137,-0.071602006,-0.014224816,-0.003757225,0.005264477,0.007751938,-0.006497175,0.017222426,-0.009355162,-0.006405124,,-0.118797431,,-0.008019741,,,-0.002246470,-0.003378378,0.001679261,-0.004025765,,-0.008034611,,-0.018100511,-0.009205984,-0.018167666,0.025294118,,-0.009314713,,0.002093510,,,-0.034294799,0.009493284,-0.000880282,,-0.005975331,0.000000000,,,-0.000954564,-0.015061944,-0.002962085,-0.000920528,-0.011693953,,0.034188034,-0.003846154,,-0.007246377,-0.013742072,-0.001921276,-0.007246377,-0.013742072,-0.001921276
10/27/2010,-0.015536296,-0.009216544,-0.015536296,,-0.035555516,,-0.023389200,-0.006882989,0.002768164,0.020036430,-0.010125118,0.015667575,-0.034215886,-0.016269285,-0.008365894,0.009379592,-0.013344938,0.013466334,-0.008361204,-0.009951663,-0.008645533,-0.009443508,-0.006446414,,0.026830076,,-0.009328358,,,-0.036346092,-0.008135593,-0.012293937,0.041228779,,-0.015576324,,-0.017566688,-0.017421603,-0.016091762,0.006884682,,-0.006007901,,-0.011142061,,,-0.016933208,-0.006896116,-0.013215859,,-0.008263784,-0.024869700,,,-0.044168236,0.006426353,-0.010695187,-0.015049140,-0.007775524,,-0.009090909,0.000965251,,0.011944260,-0.006788139,-0.018601774,0.011944260,-0.006788139,-0.018601774
10/28/2010,-0.005786101,0.002790755,-0.005786101,,0.004608267,,-0.001714392,0.010891089,0.000690755,0.029285714,-0.042118082,-0.014755198,0.007591733,-0.020815512,0.020827827,0.019299548,-0.027932961,-0.010826772,-0.013490725,0.002297530,0.003997093,0.000340483,0.003244120,,0.048064516,,0.010043942,,,-0.021695594,0.018455229,-0.013295615,-0.011645963,,-0.028481013,,0.000220751,0.018124507,-0.001633677,0.008547009,,0.012613130,,0.005633803,,,0.013157895,0.013257273,0.008035714,,-0.022727863,0.005338009,,,0.010202035,-0.015634522,0.007207207,0.003741815,0.005451448,,-0.005004170,-0.018322083,,0.045901639,0.009712230,0.006536060,0.045901639,0.009712230,0.006536060
10/29/2010,0.012697993,0.002782989,0.012697993,,0.002866978,,-0.007710606,-0.001958864,-0.005517234,0.004163775,-0.010678440,0.031313819,-0.004604437,-0.000582411,-0.003357415,-0.006311122,0.003932244,0.011442786,-0.008888889,-0.002005731,0.001447702,-0.005445882,0.007275667,,0.014158203,,0.032318210,,,-0.016717844,0.005369128,-0.022362385,-0.032992930,,0.014983713,,0.006841757,0.009287926,0.005732282,0.004519774,,-0.002596555,,0.006302521,,,0.014876033,-0.005607602,-0.021257750,,0.009689758,-0.000589887,,,-0.005940591,0.004250010,0.003577818,0.025473750,-0.004405286,,-0.005448449,-0.023084479,,-0.010031348,-0.035625223,-0.004544893,-0.010031348,-0.035625223,-0.004544893
11/1/2010,0.001567524,-0.001850414,0.001567524,,0.004574015,,0.013816209,-0.004906771,0.004160882,0.026261230,-0.007618876,0.023102310,-0.008830950,0.008449883,-0.001813992,0.004234392,-0.004519434,0.012297098,0.000344947,0.006603503,-0.006866643,0.002053388,0.007223114,,0.010622155,,-0.012642986,,,0.015267176,0.015353805,-0.004105572,0.017059301,,-0.013478819,,0.012932924,-0.007668712,-0.043973879,0.001687289,,-0.011704870,,-0.012526096,,,0.038855282,0.012531610,0.029864253,,-0.005758311,0.008263974,,,-0.003985200,-0.010468814,-0.013071895,0.011814602,-0.010891763,,-0.014749263,-0.026143791,,-0.001266624,-0.009604728,0.003262702,-0.001266624,-0.009604728,0.003262702
11/2/2010,0.007824881,0.000926922,0.007824881,,0.017643761,,-0.004256203,0.007889546,0.007596051,-0.026936027,-0.014075766,-0.008387097,0.013576580,0.010979486,0.002855661,-0.017568781,-0.019975787,0.005344995,0.002758621,0.006560183,0.006550218,0.006830601,-0.001593625,,-0.004204204,,0.002134146,,,-0.001367054,0.002958580,0.010011779,-0.019968051,,0.029277814,,0.007141311,-0.001931994,-0.036626823,-0.019651881,,0.000789954,,-0.001409443,,,0.141097424,-0.030940697,-0.004393673,,0.009653609,0.010539192,,,-0.011598864,-0.000224848,0.010234798,0.001197605,0.004129387,,-0.002566296,0.043882292,,-0.003170577,0.018276762,-0.012353683,-0.003170577,0.018276762,-0.012353683
11/3/2010,-0.007246644,0.006944588,-0.007246644,,-0.008389277,,-0.095380410,0.005870841,-0.008224806,0.025605536,-0.009084806,-0.001301236,-0.008371704,-0.004858531,-0.013719939,-0.012159856,-0.005250154,-0.005074915,-0.005502063,-0.003117030,-0.006507592,-0.002374491,-0.008778931,,-0.008142340,,0.007909948,,,-0.018138261,0.010160603,-0.018950437,-0.025264874,,0.005056890,,-0.010743446,-0.017808750,-0.008841557,0.025773196,,0.005786486,,0.023994354,,,0.040235525,-0.011494509,-0.024713151,,0.021032631,0.002317167,,,-0.008094463,0.087590984,-0.016090584,-0.021830144,-0.006168609,,0.021440823,0.000989120,,-0.001908397,0.004029304,-0.019750138,-0.001908397,0.004029304,-0.019750138
11/4/2010,0.028675963,0.007816017,0.028675963,,0.050197390,,-0.016550567,0.011673152,-0.000690459,0.000000000,0.041257339,-0.000651466,0.013929928,0.007466973,0.015748116,0.023171080,-0.005588327,0.011658975,-0.004495159,0.012507106,0.002183406,0.012580755,0.021739130,,-0.061112800,,-0.001811047,,,0.046706169,0.026606100,0.076374443,-0.005016722,,0.025786164,,0.045395308,0.146235711,-0.000892263,0.037409269,,0.015167777,,0.037215713,,,0.121698113,-0.001937419,0.009954751,,-0.028090608,0.021387611,,,0.069972023,-0.033331323,0.023016354,0.014980128,-0.038965517,,-0.001679261,0.014822134,,0.016571064,0.043414812,-0.015447511,0.016571064,0.043414812,-0.015447511
11/5/2010,-0.008616246,-0.006843206,-0.008616246,,0.002148215,,-0.015383814,-0.003846154,0.008298745,0.016531714,0.006289166,-0.007170795,0.002081599,0.029361460,-0.003875922,-0.023354710,0.001248829,-0.030492197,-0.002084057,-0.001122965,0.025780683,-0.001007388,0.007092199,,0.002266839,,0.015119444,,,0.043956044,0.001580278,-0.003589177,-0.001680672,,0.022685469,,0.008726366,-0.002751032,0.023215148,0.022604952,,0.006696092,,0.036544850,,,0.015138772,-0.014239795,0.042114695,,0.007707752,0.012450027,,,0.008579595,0.001283497,-0.004144464,-0.011746988,-0.005740940,,0.018923465,0.016553067,,0.004388715,-0.015384615,0.009550848,0.004388715,-0.015384615,0.009550848
11/8/2010,0.003067268,-0.003215383,0.003067268,,0.001607770,,0.022460989,-0.009652510,0.008230442,-0.053435115,0.005625162,0.005252791,-0.005816369,0.002769316,-0.006485186,0.039130541,0.004365451,-0.009162952,-0.001044205,0.002810568,-0.009911504,0.002016807,-0.015649452,,-0.101453958,,-0.005659815,,,0.021690590,0.000315557,0.006372956,0.006734007,,0.014988010,,-0.008032956,0.010689655,-0.022688433,-0.013157895,,-0.006140547,,-0.008333333,,,-0.037282519,0.000000000,-0.002579536,,0.024091651,0.000000000,,,0.001889278,-0.017538667,-0.007134364,0.002438281,-0.007217611,,0.012794057,0.018199234,,-0.013732834,-0.008167614,-0.010136400,-0.013732834,-0.008167614,-0.010136400
11/9/2010,0.004077492,0.000460721,0.004077492,,0.013376077,,-0.000957080,-0.003898635,0.010203453,0.004908836,-0.008079656,-0.005878511,-0.007939824,-0.001933168,0.008616193,-0.019525741,0.031977647,-0.010247438,-0.039024390,-0.001681614,0.017161244,0.005367326,0.003179650,,-0.022294139,,0.001497903,,,0.005931939,0.028391167,0.024229075,-0.005016722,,0.009450679,,0.014119601,0.022517912,0.026785183,0.005333333,,0.005405820,,0.008403361,,,-0.025817556,0.012475655,-0.001724138,,-0.011202680,0.004471788,,,-0.000942858,-0.001959367,0.014970060,0.003648525,-0.009451109,,0.016299919,-0.043273754,,0.055063291,-0.003580380,0.010920790,0.055063291,-0.003580380,0.010920790
11/10/2010,-0.022842635,0.013357941,-0.022842635,,-0.046462483,,-0.009560551,-0.019569472,0.003367611,-0.039776692,-0.008771732,0.044021025,0.002948610,-0.011621472,-0.017602885,-0.017780441,0.008122744,0.000000000,0.033720087,-0.001122965,0.002108963,-0.014347681,-0.004754358,,-0.030893711,,0.005683518,,,-0.027932961,-0.003374233,-0.003225806,0.000840336,,-0.025746050,,0.011466011,-0.027360694,-0.022607400,-0.018037135,,-0.012547643,,-0.025641026,,,-0.001766784,0.053826162,-0.022452504,,0.006797022,-0.015581258,,,-0.003776609,-0.035342394,-0.007079646,-0.026961527,0.004036697,,0.051724138,0.008849558,,-0.020395921,-0.019762846,-0.013502411,-0.020395921,-0.019762846,-0.013502411
11/11/2010,-0.010389660,0.000454788,-0.010389660,,-0.009413119,,0.003378820,0.013972056,-0.010738242,-0.011627907,0.003792581,-0.011957206,-0.007559849,0.005599104,0.003425537,0.016654312,-0.005968368,-0.002525253,-0.008418099,0.015458123,-0.001052262,0.001692620,-0.003980892,,0.109677419,,-0.000594884,,,-0.007343550,-0.027085257,-0.028586839,0.008396306,,-0.021021021,,-0.041295547,0.005831904,-0.005339286,-0.030794165,,-0.001814072,,-0.009210526,,,0.020353982,-0.003076991,-0.016784452,,0.004876431,-0.003957133,,,-0.002843600,-0.004973743,-0.007130125,-0.020547945,0.005116959,,0.036218071,-0.000974659,,-0.001837110,-0.031524927,0.002051848,-0.001837110,-0.031524927,0.002051848
11/12/2010,-0.001574456,-0.013175866,-0.001574456,,-0.012297343,,-0.012023787,-0.009842520,0.001356850,-0.011397059,-0.006297087,-0.025477707,0.010156581,-0.012527840,-0.010241527,-0.005697876,0.020714500,0.006582278,0.005305978,-0.007473014,0.008778090,-0.006759040,0.009592326,,0.024281806,,0.012500000,,,0.025410100,0.013919646,0.000000000,-0.018318068,,0.009202454,,-0.008445946,-0.011937244,0.007155054,-0.010590858,,-0.005196987,,-0.002656042,,,-0.059843886,-0.012345952,-0.012578616,,0.011944991,-0.009648078,,,-0.002851709,-0.045228626,-0.001196888,-0.000317864,0.008000000,,0.015452539,-0.001951220,,-0.007975460,0.004542014,-0.008878364,-0.007975460,0.004542014,-0.008878364
11/15/2010,0.003154351,-0.010129003,0.003154351,,0.040181100,,0.003896284,0.007952286,-0.004065036,-0.283748605,0.000633407,-0.003267974,0.016338500,-0.001691570,0.005571646,-0.004298090,0.023823529,0.015593561,-0.022519353,0.006692694,-0.009049774,0.002381763,0.007917656,,-0.055091820,,-0.007348618,,,0.091279799,-0.003432137,-0.008051083,0.006785411,,0.037082067,,0.016396934,0.013807387,0.015098941,0.014084507,,0.004178157,,0.000665779,,,-0.079335793,0.001250028,0.000000000,,-0.005901395,-0.006303496,,,-0.008579595,0.022137745,-0.032953865,0.011764706,0.004689755,,-0.008333333,-0.011730205,,0.001236858,0.018839488,0.008268479,0.001236858,0.018839488,0.008268479
11/16/2010,-0.041404453,0.020464942,-0.041404453,,-0.042981478,,-0.008248289,-0.034122288,-0.003401972,0.050882658,-0.048764821,0.000655738,-0.024319868,0.013555493,-0.021899675,-0.005755264,-0.002585464,-0.010896483,0.041396688,-0.027977839,-0.021074816,-0.022403259,-0.011783189,,0.052296820,,-0.012733195,,,-0.050301811,-0.014088917,-0.001959138,0.012636900,,-0.026963658,,-0.023884349,-0.043581886,-0.017497461,-0.015555556,,-0.030947537,,-0.020625416,,,-0.019839679,0.000000000,-0.016378526,,-0.011503645,-0.024798653,,,-0.013462081,-0.023053868,-0.014869888,-0.000942803,-0.008976661,,-0.002192181,0.003956479,,-0.025941939,-0.040310651,0.004786341,-0.025941939,-0.040310651,0.004786341
11/17/2010,0.007654244,-0.000455681,0.007654244,,0.004548011,,-0.003423433,-0.002042067,0.002048398,0.024209486,0.001996985,-0.020969856,0.012674271,-0.008080245,-0.012678826,0.004341631,0.021601382,-0.019779670,-0.004147943,-0.009974352,-0.001435235,0.006250000,0.003179650,,0.040967092,,-0.003599280,,,0.017251816,-0.018736107,-0.017386427,-0.007487521,,0.017469880,,0.013092938,-0.002135991,-0.002672021,-0.005079007,,0.013686380,,0.005434783,,,0.017583316,-0.014981020,-0.008325624,,-0.006756202,0.000000000,,,0.023391813,-0.004769180,-0.006289308,-0.005976722,0.000362319,,-0.010984987,0.020689655,,0.000634115,0.007321773,-0.017688690,0.000634115,0.007321773,-0.017688690
11/18/2010,0.029299949,0.000000000,0.029299949,,0.004527421,,0.020119468,0.013709842,0.011579751,0.092619392,0.020598465,0.000669344,0.029620359,0.024438202,0.021038266,-0.026657521,0.016633775,-0.021200511,-0.026379729,0.023316062,0.003593245,0.016908213,-0.005546751,,0.172258065,,-0.003612282,,,0.007735793,0.020064725,0.019691781,-0.036043588,,0.021314387,,0.009745763,0.013913664,-0.006249214,0.007941010,,-0.015090702,,0.006081081,,,0.022704440,-0.043726605,0.021455224,,0.009070778,0.014192838,,,0.001905306,0.037366898,0.013924051,0.025000000,0.014125317,,0.006664198,0.010617761,,0.015209125,0.043993879,-0.044320732,0.015209125,0.043993879,-0.044320732
11/19/2010,-0.001054064,0.015047840,-0.001054064,,0.002816907,,-0.013951762,0.001816714,-0.026262001,-0.022516556,-0.013671863,-0.009364548,-0.008508914,0.021935838,-0.001605491,-0.004441255,-0.013865779,-0.004175365,0.002852050,-0.006188467,-0.001074114,-0.001696641,0.000796813,,0.052559163,,-0.003323263,,,-0.010924122,-0.003807107,-0.012034705,-0.013043478,,0.004637681,,-0.003357113,0.038353272,-0.000898676,0.009566685,,-0.016935379,,0.000000000,,,-0.020825147,0.000662705,-0.003652968,,0.027714275,-0.003498725,,,0.010455182,0.021242607,0.005617978,0.039518370,-0.019642857,,0.016182420,-0.007640879,,-0.000624220,-0.009160865,-0.018839942,-0.000624220,-0.009160865,-0.018839942
11/22/2010,-0.008970899,0.005390947,-0.008970899,,-0.025842674,,-0.024876641,-0.018335684,0.000000000,-0.004065041,-0.016501578,0.006076975,0.018389865,0.006976120,-0.011524939,0.014126581,-0.016591676,-0.009171908,0.014930679,-0.007925276,-0.012544803,-0.003059143,0.000000000,,-0.017254902,,-0.001212489,,,-0.017910448,-0.012738854,-0.005665722,-0.000881057,,-0.016156953,,-0.026736842,-0.022365300,0.004495201,-0.007803790,,-0.010390582,,-0.000671592,,,-0.057383628,0.004635866,-0.011915674,,-0.024051694,-0.002340218,,,-0.015051211,-0.005200774,0.000620732,-0.006237006,-0.005464481,,-0.000723851,-0.025024062,,-0.007495315,-0.017381657,-0.004432839,-0.007495315,-0.017381657,-0.004432839
11/23/2010,-0.020234624,0.012510971,-0.020234624,,-0.026528235,,-0.020511987,-0.015394089,0.009681869,-0.028117914,-0.007382691,0.014765101,-0.003611557,0.041033840,-0.002440374,-0.005131948,-0.004861310,-0.006876488,0.008056042,-0.015121255,-0.013430127,-0.012615070,-0.006369427,,-0.032189412,,-0.024582701,,,-0.030699088,-0.021290323,-0.035897436,-0.006172840,,-0.025806452,,-0.025740861,-0.048526863,-0.014322922,-0.025842697,,-0.017685436,,-0.009408602,,,0.063644104,0.005273684,-0.020408163,,-0.005975331,-0.016422004,,,-0.008595989,-0.040908639,-0.020471464,-0.008965929,-0.005128205,,0.011952191,0.009871668,,-0.006922593,-0.006398193,-0.025963630,-0.006922593,-0.006398193,-0.025963630
11/24/2010,0.020108672,0.005295785,0.020108672,,0.017180107,,0.002558907,-0.003126954,-0.003425273,0.010732618,0.022312177,0.021825397,-0.016512284,0.029434349,0.034248247,0.010316841,0.008333333,0.001864181,-0.015983322,0.017960603,0.004047093,0.011049724,0.001602564,,-0.037932930,,0.002177971,,,0.018814675,0.016479895,0.036643026,0.037267081,,0.014449127,,0.017761989,0.020765027,0.003631641,0.041522491,,-0.050914158,,0.006105834,,,-0.024214529,0.029508235,0.034090909,,-0.004507519,0.013118186,,,0.007707680,0.014454522,0.007599747,0.012665862,0.001104566,,0.004294918,-0.001955034,,0.036755387,0.035606061,0.030465095,0.036755387,0.035606061,0.030465095
11/25/2010,0.007991635,0.011852410,0.007991635,,0.010483384,,0.006111904,0.028858218,-0.003435802,-0.009233610,-0.005952552,0.000000000,0.021703522,0.006961711,0.034691219,0.015317236,0.000000000,-0.000531632,-0.005649718,0.006260672,0.000366435,0.005464481,0.013600000,,-0.047428571,,0.006830177,,,0.008002462,0.006485084,0.022519954,-0.001710864,,0.013056380,,0.020724258,-0.002855103,0.011765153,0.008305648,,0.129223293,,0.000000000,,,0.014150943,-0.010828266,0.011904762,,-0.022642104,0.030018196,,,-0.001912591,-0.011446486,0.034569453,-0.000893389,0.007723428,,0.003920171,-0.019588639,,0.019559902,0.006949525,-0.005173045,0.019559902,0.006949525,-0.005173045
11/26/2010,-0.010570875,0.007809273,-0.010570875,,-0.009798324,,0.006074776,-0.003861789,0.017240734,-0.001863933,-0.001995657,0.023300971,-0.019639279,0.015802469,0.003301985,-0.012930547,0.004274722,-0.000797872,-0.003906250,0.003110860,0.023443223,-0.003736413,0.008681926,,-0.017696461,,-0.025593586,,,-0.002442748,-0.009664948,0.002509060,-0.003427592,,0.028705331,,0.017097670,-0.034717251,0.003578632,-0.003844042,,0.052493187,,-0.009440324,,,0.017189080,-0.018029418,0.016289593,,0.018533820,-0.004000096,,,-0.007663383,-0.022919586,0.010935601,0.005365127,0.014233577,,-0.007809727,-0.016983017,,0.004796163,-0.012350163,-0.004459184,0.004796163,-0.012350163,-0.004459184
11/29/2010,-0.030982814,0.026259248,-0.030982814,,-0.020372473,,-0.023150578,-0.020403999,-0.003389215,-0.022408964,-0.030000240,0.001265022,-0.029026983,-0.014584346,-0.044050422,-0.032751421,-0.009364359,-0.001064679,0.002852050,-0.007330138,-0.024337867,-0.007159905,-0.011737089,,0.034809160,,-0.015822785,,,-0.023875115,-0.016590761,-0.040322581,-0.000859845,,-0.030182232,,-0.004622820,-0.033370412,-0.019607886,-0.013230430,,-0.002245163,,-0.009530293,,,0.017892644,-0.022950712,-0.012466607,,-0.007960535,-0.026391532,,,-0.012547718,0.011848121,-0.019831731,-0.030240142,-0.019071608,,-0.022898032,-0.026422764,,-0.027446301,-0.039352703,-0.016416234,-0.027446301,-0.039352703,-0.016416234
11/30/2010,-0.016537867,0.005453025,-0.016537867,,0.005941781,,-0.009271791,0.001874609,0.008842911,0.045845272,0.006872698,0.000631712,-0.010526316,-0.002466700,0.023569775,-0.007524079,-0.003150960,0.000532907,-0.004265908,-0.008804317,0.004402054,-0.001030220,-0.005542359,,-0.061670109,,-0.012540193,,,0.006585136,-0.012901092,-0.018835120,0.042168675,,0.021726365,,0.002744353,0.016110472,-0.013637211,0.000000000,,-0.021492863,,-0.003436426,,,-0.004882813,0.033557157,-0.024346258,,-0.002292512,-0.004714218,,,-0.002932551,-0.034894419,-0.009809933,-0.007948640,-0.002201027,,-0.000366166,-0.001043841,,-0.020858896,-0.021439510,-0.010623314,-0.020858896,-0.021439510,-0.010623314
12/1/2010,0.026905447,0.018356121,0.026905447,,0.033668050,,0.000521094,0.021829522,0.001348617,0.004109589,0.039590818,0.027146465,0.011914894,0.016320475,0.021992152,-0.020470094,-0.033333333,0.033288948,0.017493752,0.022636103,0.012052593,0.015125473,-0.005573248,,0.043081761,,0.018886356,,,0.009034268,0.029155496,0.019787360,-0.010734930,,0.032758621,,0.051578947,0.029067573,0.026729642,0.032960894,,0.023241592,,0.051724138,,,-0.044946026,-0.019480949,0.002772643,,0.002297779,0.020722136,,,0.019608403,0.012877361,0.020433437,0.039753467,0.001838235,,-0.003663004,-0.025078370,,0.038847118,0.030125196,-0.009970245,0.038847118,0.030125196,-0.009970245
12/2/2010,0.019105021,0.025808999,0.019105021,,0.033714239,,0.042615936,0.020345880,-0.003366392,0.026830377,0.015101733,-0.036877689,0.071909167,0.023844282,0.004050708,0.006965678,-0.033293698,0.005927835,-0.017192982,0.019333147,0.029231324,0.017609211,0.015212170,,0.047030449,,0.015979546,,,0.043840692,0.031911430,0.078192876,0.019198664,,0.035614914,,0.053053053,0.059060895,0.024235814,0.054624121,,0.019221394,,0.051147541,,,-0.018290177,-0.005297508,0.069124424,,-0.001146879,0.038863675,,,0.014423069,0.005135823,0.019417476,0.049792531,-0.002201835,,0.001470588,-0.017148982,,0.032569361,0.051652108,-0.001547181,0.032569361,0.051652108,-0.001547181
12/3/2010,0.031601286,-0.006389500,0.031601286,,0.007186269,,-0.006480444,0.006979063,-0.002027636,-0.003985828,0.005821641,-0.010848756,0.000000000,0.011406844,0.003025840,0.016909892,0.019065191,0.008455035,-0.028918243,-0.011819681,-0.001402525,-0.002329451,-0.001577287,,-0.054995681,,0.000314564,,,0.007690033,0.008835595,0.016116035,0.009828010,,-0.009134874,,-0.014258555,-0.033252511,-0.008764069,0.002564103,,0.000245903,,-0.030567686,,,-0.027632405,-0.006657936,-0.016379310,,0.010711919,-0.005025710,,,0.004738251,0.085622817,0.045238095,0.026821005,-0.002942258,,-0.002936858,0.020174482,,0.019275701,-0.019140484,-0.013964021,0.019275701,-0.019140484,-0.013964021
