,date,JMAT LN Equity,MCRO LN Equity,JMAT LN Equity.1,AL/ LN Equity,LMI LN Equity,POLY LN Equity,COB LN Equity,BLND LN Equity,CPG LN Equity,FXPO LN Equity,AGK LN Equity,WG/ LN Equity,KGF LN Equity,HL/ LN Equity,CNE LN Equity,LSEG LN Equity,WMH LN Equity,1655637D LN Equity,DRX LN Equity,ATST LN Equity,BBY LN Equity,FCIT LN Equity,PNN LN Equity,MERL LN Equity,FRES LN Equity,CW/ LN Equity,CNA LN Equity,539988Q LN Equity,BI/ LN Equity,ISYS LN Equity,III LN Equity,PSN LN Equity,HIK LN Equity,AU/ LN Equity,WEIR LN Equity,ESSR LN Equity,IAP LN Equity,EMG LN Equity,SRP LN Equity,ADN LN Equity,SEM LN Equity,INTU LN Equity,IDS LN Equity,SPT LN Equity,THUS LN Equity,ENRC LN Equity,VED LN Equity,CRDA LN Equity,HAS LN Equity,TUI LN Equity,MRO LN Equity,WTB LN Equity,EVR LN Equity,1837977D LN Equity,TATE LN Equity,PFC LN Equity,BKG LN Equity,MGGT LN Equity,MRW LN Equity,SCTN LN Equity,FRAS LN Equity,CURY LN Equity,BET LN Equity,SDR LN Equity,8179618Q LN Equity,CPI LN Equity,SDR LN Equity.1,8179618Q LN Equity.1,CPI LN Equity.1,FTSE ALL SHARES,,
4309,2/24/2016,2426,1828.336,2426,,85.25,644,184.102,644.5,1272.961,24.75,843.5,588.5,324.7,1224,755.122,2532,396.9,,222.4,484,242.7,415.6,1229.249,434.7,992.5,,204.5,,,,425,2075,1862,,902,,406.8,149.5,81.7,227,,277,442.6,75.5,,,241.9,3139.429,113.8,3217.197,144.207,3221.708,68,176,661.5,747.315,3231,403.7,183.8,,382.1,419.5,,420.41,,653.695,420.41,,653.695,3226.48,,
4310,2/25/2016,2472,1881.689,2472,,81.75,640,188.754,657.5,1292.721,25.75,868,608,332.2,1244,754.164,2634,401.7,,225.1,491,249.5,426,1237.499,453.3,990,,208.9,,,,434.6,2137,1879,,880.5,,418.7,156,94.35,233.5,,281.7,453.5,82,,,242.6,3176.563,114.6,3319.281,145.995,3240.608,65.25,174.9,678.417,780.956,3271,416.6,186.8,,399.4,437,,434.69,,620.156,434.69,,620.156,3300.6,,
4311,2/26/2016,2524,1902.51,2524,,91,650,191.044,659,1298.961,25.25,887.5,620,336.2,1257,782.912,2817,398,,231.4,499.9,251.3,428.8,1214.999,448.9,993.5,,211.2,,,,439.3,2219,1905,,933,,433.4,155.1,95.65,241.9,,288.3,457.5,83,,,253.3,3164.893,116.2,3334.749,146.71,3333.393,66.15,176.9,684.25,845.355,3349,411.4,187.9,,397.4,433.3,,448.8,,628.084,448.8,,628.084,3343.99,,
4312,2/29/2016,2557,1919.427,2557,,93.5,648,190.822,659,1316.641,25.5,884.5,624,334.3,1239,785.308,2678,410.4,,232.8,497.5,251.4,430.5,1222.499,458.8,1000,,208,,,,438.1,2184,1881,,955,,434.8,154.4,93.5,241.4,,300.2,454.7,84.5,,,276.1,3153.222,114.9,3316.188,147.023,3368.617,68.45,176.5,684.833,870.346,3249,418,199,,404.6,435.7,,444.72,,611.01,444.72,,611.01,3345.84,,
4313,3/1/2016,2600,1962.37,2600,,95.5,651.5,192.373,679.5,1327.041,25.75,884,634,341.8,1282,803.994,2870,410.1,,246.7,500,253.1,431,1214.999,466.8,938,,212.2,,,,447.7,2214,1815,,981,,450,156.9,101.8,247.2,,299,460.6,86.5,,,277,3168.076,117.6,3353.31,150.823,3473.43,69.6,178,687.75,875.152,3246,419,203.1,,410.3,442.2,,456.79,,613.449,456.79,,613.449,3377.18,,
4314,3/2/2016,2564,1932.44,2564,,104.25,663.5,191.265,683,1310.401,26,895.5,637.5,342.6,1273,795.369,2867,402.8,,249.7,500.5,250,430.4,1208.999,463.7,943,,210.5,,,,445.4,2144,1774,,988,,451.2,157.5,102,261.7,,298,458,88.5,,,312.2,3167.015,119.5,3279.067,149.705,3478.585,70.2,180,673.75,859.292,3118,414.9,205.3,,419.8,445.6,,462.06,,622.596,462.06,,622.596,3373.43,,
4315,3/3/2016,2567,1910.318,2567,,122,673,176.717,685,1290.641,32.25,1008,651.5,340.2,1254,824.118,2893,399.4,,265.1,500,249.8,430.5,1202.999,451.2,954,,220,,,,444.7,1998,1755,,1020,,470.3,156.9,107.1,270.2,,298.6,459.4,89.75,,,352.6,3163.832,118.8,3173.889,150.018,3264.664,72.5,180,665,904.948,3080,415.2,206.7,,410,435.9,,465.46,,617.717,465.46,,617.717,3367.83,,
4316,3/4/2016,2613,1906.414,2613,,157,701.5,173.468,686,1284.401,39.5,1011,667,342.4,1272,833.7,2853,390.7,,272.5,505,255.9,433,1187.249,456.1,959,,224.2,,,,445.1,1992,1792,,1065,,469.6,156.6,106.3,286,,301.8,457.1,89,,,368.6,3190.356,119.9,3226.478,155.159,3267.241,87.1,179,671.417,943.876,3010,425.2,209,,407.2,436,,446.08,,623.815,446.08,,623.815,3405.27,,
4317,3/7/2016,2611,1876.484,2611,,188,732,168.815,674,1268.801,43.5,1042,663.5,344.8,1260,819.326,2836,390,,274.7,505,252.2,430.9,1181.999,448,951.5,,225.6,,,,437.2,1994,1780,,1065,,469.1,155.1,106.7,281.2,,298.7,454.1,89,,,381.2,3162.771,118.2,3186.263,152.656,3197.652,97.15,179,670.25,939.07,3028,420.5,209.4,,403.1,431.1,,450.67,,621.376,450.67,,621.376,3394.68,,
4318,3/8/2016,2572,1876.484,2572,,160.5,719,164.975,677,1265.681,39.5,1034,638,344.2,1227,812.618,2832,385.1,,271.7,496.4,251.9,427.4,1171.499,445,917,,225,,,,426,1968,1738,,1027,,463.6,151.6,103.5,275.7,,297.2,450.1,91,,,332.7,3133.063,119.7,3173.889,152.745,3184.765,94.7,180,667.333,918.885,2938,415.5,202.5,,400.2,431.1,,448.63,,627.474,448.63,,627.474,3362.78,,
4319,3/9/2016,2600,1911.619,2600,,144,700.5,163.203,672,1262.561,38.5,1035,651.5,348.3,1234,920.425,2833,380,,269.4,492.4,256.2,426.9,1169.249,442.4,915,,227,,,,424.4,1999,1735,,1012,,460.7,151.9,103.3,270.5,,295.5,451.9,89.75,,,315,3098.051,122.1,3152.235,151.762,3179.611,88.6,180,668.5,928.497,3000,411.4,202,,396.9,430.3,,456.45,,637.231,456.45,,637.231,3369.93,,
4320,3/10/2016,2520,1889.497,2520,,135,694,156.261,670,1242.801,33,1012,649,339.3,1219,937.673,2842,374.2,,265.8,484.2,255.9,422.9,1153.499,438.6,919,,225.8,,,,422.4,1953,1704,,991.5,,459.6,149.5,101,264.8,,299.8,441.3,88.5,,,313.5,3028.027,117.7,3142.954,151.717,3185.624,87.75,180.2,652.75,906.87,2959,402.7,192.9,,383.3,421.9,,458.83,,627.474,458.83,,627.474,3314.2,,
4321,3/11/2016,2540,1909.017,2540,,152.5,698,157.591,690,1264.641,34.5,1035,652,342.3,1273,929.049,2869,378.6,,269.9,491.8,262,426.9,1182.749,451.9,929.5,,229.8,,,,437.9,1990,1720,,1034,,466.6,151.1,103.4,270.3,,304.7,451.8,90.5,,,335.3,3060.917,121.2,3201.73,153.594,3262.086,89,179.3,659.75,894.375,2978,411.2,198.8,,390.3,423.6,,458.66,,632.352,458.66,,632.352,3367.52,,
4322,3/14/2016,2578,1928.536,2578,,164.75,700,158.034,699,1263.601,35.5,1045,651,350.5,1286,942.944,2900,370,,272.8,495.5,259.2,427.8,1189.499,458.1,925,,227.5,,,,439.8,2034,1736,,1039,,470.4,152,103.7,289.2,,310.6,452,90.5,,,328.5,3069.405,122.9,3232.665,155.338,3378.068,92.6,181.5,662.083,895.817,3100,408.4,199.5,,389.4,431,,459.51,,636.621,459.51,,636.621,3386.05,,
4323,3/15/2016,2541,1942.851,2541,,146.25,704,159.954,696.5,1270.881,33,1035,618,352.7,1292,917.55,2906,365.2,,265.7,493,249.5,427.5,1192.499,454.9,915,,222.8,,,,438.7,2026,1721,,1017,,469.4,151.3,102.4,280.8,,311.1,454.4,92,,,305,3045.002,122.2,3235.758,154.265,3299.028,84.55,180.5,665,866.02,3070,409.1,199.4,,392.5,434.7,,460.53,,638.45,460.53,,638.45,3368.61,,
4324,3/16/2016,2544,1944.152,2544,,144.5,703,159.363,692,1270.881,32.5,1024,634.5,355,1304,979.838,2870,379.6,,264.9,500.5,244.6,431.9,1191.749,462.2,915.5,,224.8,,,,446.2,2074,1815,,1025,,465.1,152.5,102.9,276.7,,310,461,93.75,,,298.8,3067.283,122.1,3060.978,155.114,3269.818,80.75,180.4,658.583,880.919,3151,410,200.1,,395.1,435.9,,460.19,,639.67,460.19,,639.67,3388.66,,
4325,3/17/2016,2564,1935.043,2564,,156.5,725,160.471,700.5,1274.001,34.75,1067,651.5,355.4,1301,974.567,2890,379.6,,276.1,499,242.5,432.9,1212.749,462.9,1007,,227.3,,,,446.5,2113,1881,,1082,,465.4,151.5,102.8,289,,315.5,473,90.75,,,319.3,3094.868,124,3068.711,159.45,3276.691,86.65,181.2,649.25,903.506,3257,410.8,203,,401.5,434.7,,461.72,,639.67,461.72,,639.67,3403.47,,
4326,3/18/2016,2598,1937.645,2598,,156.75,722.5,162.391,705.5,1269.841,33.25,1096,639,352.6,1323,982.233,2892,373.9,,276.5,503,247.1,434,1223.999,462.1,988,,226.2,,,,450.5,2087,1828,,1121,,467.6,150.6,102.4,292.3,,316.8,476.6,84.25,,,310,3123.514,124.3,3170.795,150.957,3372.913,89.6,163.2,648.083,888.128,3185,417.6,201.2,,425.1,441,,467.5,,637.231,467.5,,637.231,3400.91,,
4327,3/21/2016,2599,1907.715,2599,,150,718.5,160.323,706,1274.001,32.25,1070,632.5,350.5,1310,987.983,2823,372.4,,267.1,503,246.7,431.6,1235.999,458.6,980.5,,226.8,,,,448.3,2079,1828,,1127,,473.3,151.8,102.4,285,,319.4,474,88.5,,,322.5,3140.49,123.3,3102.739,151.896,3391.814,91,165.1,649.833,884.283,3191,405.5,200.2,,423.8,438,,463.25,,638.45,463.25,,638.45,3396.95,,
4328,3/22/2016,2676,2000.108,2676,,151.25,719.5,158.551,700.5,1268.801,30.75,1071,639.5,350.6,1309,996.607,2860,370.8,,275,502.5,248.6,432.1,1213.499,451.2,994,,226,,,,457.5,2076,1865,,1135,,471.8,152.6,103,281,,317.1,473.8,89.25,,,325.6,3160.649,123.4,3016.123,152.387,3355.731,87.3,166.5,644,896.778,3197,407.4,202.8,,379.2,431.3,,463.42,,623.815,463.42,,623.815,3402.24,,
4329,3/23/2016,2705,2022.23,2705,,134.75,712.5,158.698,701,1263.601,29,1058,616,371.2,1311,988.941,2820,330,,265.3,503.5,251.5,433.1,1216.499,458.2,950,,226.7,,,,458.2,2107,1866,,1113,,464.3,153.2,99.4,270.4,,316.6,478,88.75,,,320,3178.685,124,3054.791,154.131,3370.336,89.1,166.2,654.5,876.113,3285,407.3,203.5,,357.8,429,,461.55,,626.864,461.55,,626.864,3403.59,,
4330,3/24/2016,2689,2017.025,2689,,127,704,158.772,688,1260.481,28,1036,609,372.7,1289,987.025,2832,331.3,,265.2,498.3,251.6,430,1216.499,454.4,920,,224.1,,,,453.1,2077,1894,,1090,,462.4,151.7,97.7,254.4,,310.4,474.7,86.25,,,321.4,3146.856,120.4,3057.884,154.354,3348.858,90.9,166.4,653.333,853.525,3192,394.2,200,,348,417.5,,452.03,,630.523,452.03,,630.523,3355.54,,
4331,3/29/2016,2685,2045.654,2685,,113.25,661,159.584,701,1263.601,25,1062,595,371.4,1315,960.193,2833,334.7,,265.5,499,252.1,431,1235.249,456.5,914.5,,226.9,,,,454.7,2105,1954,,1074,,464,152.2,96.5,256.6,,313,475.5,88,,,313,3194.6,123.1,3076.445,158.109,3363.463,82.6,165,666.75,836.224,3267,396.2,198.4,,364,426.5,,450.5,,634.791,450.5,,634.791,3358.47,,
4332,3/30/2016,2732,2041.75,2732,,125.5,684.5,162.465,709,1279.201,27,1085,612.5,377.4,1332,967.859,2820,330.4,,276.9,504,253.9,435.5,1235.249,459.2,938.5,,230.5,,,,461.6,2102,1967,,1106,,473.4,154.9,99.35,279.2,,315.7,484.8,88.5,,,333.7,3231.734,124.8,3180.076,165.038,3417.587,89.7,167,673.167,880.919,3254,407.7,202.1,,378,428,,460.7,,639.06,460.7,,639.06,3408.9,,
4333,3/31/2016,2744,2043.051,2744,,132.75,679,160.323,700.5,1277.121,27.75,1077,615,376.7,1344,958.276,2820,327,,272.1,502.5,254.6,434,1216.499,463.5,952.5,,227.7,,,,456.4,2085,1980,,1108,,474.8,152.5,102.5,277.4,,313,480.7,88,,,343,3224.307,121,3337.842,159.361,3402.123,90,165.8,674.333,885.244,3218,406.6,198.7,,378.1,426.3,,456.11,,635.401,456.11,,635.401,3395.19,,
4334,4/1/2016,2720,2074.283,2720,,128.5,670,154.563,695.5,1287.521,26.5,1077,608.5,378.6,1339,953.485,2827,328.5,,271.4,505.5,252,433,1195.499,465.4,924.5,,224.9,,,,454.5,2108,1997,,1077,,473.9,152,102.7,269.9,,311.7,471.9,88.75,,,340.6,3165.954,122.9,3344.029,159.629,3374.631,89.75,166,670.25,841.51,3198,398,199.9,,370.9,424.8,,446.08,,640.28,446.08,,640.28,3379.36,,
4335,4/4/2016,2707,2053.462,2707,,120.75,675.5,153.381,695.5,1295.841,25.5,1062,591,376.1,1341,940.069,2790,331,,287.4,503,248.4,433,1193.249,460.7,907,,226.7,,,,457.2,2107,2039,,1076,,476.1,152.4,98.3,275.5,,313,472.2,88.25,,,341,3174.441,122.1,3251.225,159.271,3372.054,90.8,166.1,686,833.821,3201,400.7,201.1,,373.2,423.1,,448.97,,640.889,448.97,,640.889,3387.53,,
4336,4/5/2016,2680,2039.147,2680,,117.75,674.5,152.569,696.5,1295.841,27,1047,592,373.5,1302,934.32,2818,329.9,,286.1,502.5,242.5,431,1181.249,455,914,,223.6,,,,448.8,2123,2032,,1023,,459,146.7,96.05,261.9,,310.7,468.9,86.25,,,331.2,3154.283,121.7,3241.945,156.813,3303.324,86.8,166.4,680.75,820.365,3283,391.7,200.2,,378.8,419.1,,436.22,,632.962,436.22,,632.962,3350.68,,
4337,4/6/2016,2672,2057.366,2672,,119,680,151.24,704.5,1319.761,27,1048,600.5,377.7,1311,945.819,2850,335.7,,281.2,505.5,243.1,432.6,1204.499,461.2,926,,226.6,,,,452,2134,2092,,1012,,470.3,150.6,97.55,261.8,,313.5,477,86.75,,,332.1,3212.637,121.6,3232.665,158.69,3272.396,89,166.8,692.417,834.302,3316,391.4,203.1,,374.9,422.5,,440.64,,628.693,440.64,,628.693,3387.31,,
4338,4/7/2016,2659,2088.597,2659,,115.75,682,148.434,699.5,1318.721,27,1037,589.5,379.7,1279,934.32,2810,332.7,,285.7,505,234.7,432.1,1217.249,456.9,927.5,,227.1,,,,443.3,2072,2077,,992,,453,148,95.25,256,,309.9,471.5,86.75,,,344,3156.405,119.5,3245.038,152.209,3264.664,90.55,169.1,696.5,817.962,3146,386.3,201.6,,379.1,421.2,,429.08,,624.425,429.08,,624.425,3370.98,,
4339,4/8/2016,2720,2092.501,2720,,122,691,152.052,708,1314.561,27.75,1044,610,377.8,1293,956.36,2828,330,,287.7,508.5,235.5,435,1230.749,462.7,933,,232.3,,,,452.2,2064,2087,,1054,,455.8,149.4,96.9,263.6,,315.9,477.6,87.5,,,351.5,3151.1,121.5,3229.571,154.444,3262.945,93.1,169.7,688.917,832.86,3124,390.2,201.4,,379.7,422,,425,,632.352,425,,632.352,3405.37,,
4340,4/11/2016,2743,2059.968,2743,,132.5,706.5,150.87,711,1314.561,29.25,1035,605.5,377.2,1318,953.964,2793,330.5,,297.4,508,235.3,432.9,1230.749,461.1,961,,233.7,,,,449.1,1995,2142,,1050,,451.3,149,95.75,268.9,,317.2,476.1,87.75,,,359,3123.514,119.6,3183.169,155.74,3292.156,99.55,170.3,681.333,833.34,3000,386.4,201.3,,383.8,415,,426.19,,630.523,426.19,,630.523,3401.97,,
4341,4/12/2016,2757,2070.379,2757,,142.75,701,148.877,713.5,1313.521,31.25,1030,619,373.3,1337,955.881,2790,336,,296,508.5,235.5,431.8,1226.249,458.4,992,,235.1,,,,459.7,1960,2142,,1078,,456.2,149.5,94.9,275.8,,311.8,479,88.25,,,377.4,3143.673,121,3198.637,156.5,3214.835,108.3,169.1,682.5,844.875,3011,384.6,201.2,,388.1,411.7,,431.8,,641.499,431.8,,641.499,3421.51,,
4342,4/13/2016,2825,2078.186,2825,,158.25,706,151.978,733,1310.401,33,1075,629,372.7,1375,978.879,2808,334.1,,303.2,516.5,238.3,439.9,1217.249,460,1027,,237.5,,,,479.4,2021,2184,,1121,,465.4,151.5,97.45,295,,318,487,88.5,,,393.4,3182.929,124.1,3254.319,160.881,3238.89,120.7,169.5,685.417,864.098,3091,394.9,197.2,,398.6,420.5,,439.28,,655.524,439.28,,655.524,3483.97,,
4343,4/14/2016,2867,2083.392,2867,,153.75,704,152.421,723.5,1328.081,33,1083,623,368.2,1369,1005.711,2798,333.5,,301.6,519,235.8,440.6,1224.749,464.7,1010,,236.8,,,,486.9,1900,2208,,1130,,470.8,151.5,96.65,305.3,,307.4,490,87.75,,,388.9,3179.746,133.2,3275.973,165.396,3234.594,126.2,169.2,693.583,860.734,2976,394.6,195.7,,397.3,422.1,,442,,650.036,442,,650.036,3483.41,,
4344,4/15/2016,2862,2052.16,2862,,157,700,153.012,707.5,1331.201,31.75,1079,623,357.3,1364,971.692,2797,330.9,,301.4,517,231.5,440.7,1232.999,458.3,1019,,238.3,,,,480,1870,2214,,1127,,476.6,162.4,95.35,306.8,,296.5,489.1,79.75,,,388.2,3186.112,131.4,3220.291,168.614,3213.116,133.8,168.8,687.75,852.083,2862,392.4,194.8,,394.5,413.3,,439.79,,637.231,439.79,,637.231,3470.96,,
4345,4/18/2016,2886,2044.352,2886,,157.25,687.5,153.603,702,1332.241,31,1074,622.5,358.8,1355,961.63,2790,331.8,,300.2,517.5,231.9,441.5,1230.749,459.5,1012,,234.6,,,,479.6,1868,2233,,1125,,473.6,161.3,94.95,311.3,,293.3,488.9,79.25,,,387.1,3232.795,132,3294.534,169.776,3230.299,134.9,169.9,695.917,848.719,2847,389.2,193.9,,386.5,408.4,,438.43,,634.791,438.43,,634.791,3474.23,,
4346,4/19/2016,2906,2054.763,2906,,172,702,155.744,705.5,1324.961,32.75,1107,633.5,363.4,1375,968.338,2760,336.3,,305.5,518.5,232.9,444,1218.749,460.9,1063,,237.3,,,,482.2,1859,2280,,1196,,471.2,159.7,95,315.7,,298.3,490.5,80,,,402,3263.563,134.6,3235.758,173.352,3260.368,144,171.7,707,884.283,2882,413.2,193.8,,398.4,414,,446.08,,636.621,446.08,,636.621,3502.7,,
4347,4/20/2016,2899,2031.339,2899,,188.5,706.5,156.114,711.5,1320.801,37,1145,640,361.5,1314,981.754,2772,329.8,,305.4,519.5,228.4,445.2,1212.749,451.4,1096,,236.1,,,,478.6,1865,2300,,1205,,474,158.2,95,310,,298.7,490.2,80.5,,,428,3259.319,134,3173.889,173.531,3341.985,147.6,171.3,705.25,877.555,2868,410.7,191.9,,401.2,415.2,,444.21,,639.67,444.21,,639.67,3504.16,,
4348,4/21/2016,2939,2005.313,2939,,183,704,159.363,701.5,1297.921,38.25,1134,639.5,361.4,1299,1017.69,2745,326.7,,306.9,518,227.2,444,1190.249,446.9,1075,,234.1,,,,478.3,1882,2310,,1237,,470.9,155.1,96.55,308.1,,295,485.2,81.25,,,435.2,3245.527,133.1,3108.926,175.185,3334.252,143.4,170.1,697.667,866.501,2892,417.2,191.2,,402,419.1,,440.64,,620.766,440.64,,620.766,3490.63,,
4349,4/22/2016,2895,1979.287,2895,,189.25,701.5,157.221,685,1267.761,36.25,1113,633,364.4,1300,1021.523,2719,323,,307.2,514.5,228,442.5,1182.749,435,1072,,232.2,,,,476.9,1892,2319,,1213,,469.6,151.5,98.25,307.4,,290.5,482.5,80,,,426.9,3225.368,128.2,3051.697,172.101,3339.407,140.4,171,694.167,836.224,2894,415.1,191.3,,404.5,420.5,,436.73,,618.327,436.73,,618.327,3455.51,,
4350,4/25/2016,2871,1974.082,2871,,175.5,698.5,158.92,703.5,1271.921,37,1071,610,365.4,1301,1027.751,2743,323.8,,308,512.5,229.7,440,1193.999,440,1061,,232.3,,,,478.1,1919,2306,,1187,,479.6,152.5,97.85,309.3,,296.9,477.8,80,,,409.7,3223.246,127.3,3036.23,173.397,3322.225,144.2,171.2,695.333,832.379,2979,416.2,190.6,,407.6,430.3,,434.86,,615.888,434.86,,615.888,3436.3,,
4351,4/26/2016,2892,1980.588,2892,,174.75,702.5,131.153,717,1272.961,35.75,1063,603.5,360.9,1300,1032.064,2759,323.8,,322.6,512,236.4,439.9,1202.249,435.7,1065,,232.2,,,,483.2,1969,2245,,1157,,479.9,152,98.15,295,,306.3,484.6,78.75,,,408.4,3181.868,127.4,3112.02,169.866,3409.855,141.8,170.2,690.667,820.845,3074,416.1,189.9,,403.4,433.1,,439.11,,612.229,439.11,,612.229,3445.67,,
4352,4/27/2016,2904,1983.191,2904,,180.75,703.5,130.119,724.5,1292.721,35.75,1081,618.5,370.3,1286,1071.832,2765,324.4,,330.3,513.5,248.4,442.4,1217.999,446,1073,,240.1,,,,485.1,2000,2226,,1126,,484,152.6,97.85,297.7,,306,486.9,80.5,,,415.5,3239.161,128.4,3164.609,168.569,3493.19,145.1,170.5,701.167,829.976,3118,418.1,189.3,,407.4,439.5,,438.94,,609.79,438.94,,609.79,3466.14,,
4353,4/28/2016,2900,1997.505,2900,,188.75,705.5,120.445,724.5,1281.281,39,1115,624.5,370.1,1293,1109.205,2747,315.8,,323.7,514.5,243.4,439.5,1217.999,435.3,1095,,238.9,,,,481.6,1999,2241,,1213,,481.2,151,97.65,304.3,,311.4,489.5,79,,,427.4,3230.673,128.4,3167.702,168.435,3446.797,144.7,171.5,695.917,828.054,3066,419.5,192.8,,412,436.3,,436.56,,615.888,436.56,,615.888,3466.4,,
4354,4/29/2016,2887,1989.698,2887,,188,709,113.725,719,1267.761,37.5,1087,624.5,363.9,1286,1072.79,2713,312.7,,319.6,507,238.6,434.3,1217.999,431.5,1113,,238.4,,,,473.6,1987,2204,,1200,,468.5,147.6,96,298.7,,304.3,486.9,78.5,,,421.9,3194.6,128.1,3065.618,166.871,3326.52,142,170.6,686,812.195,2995,410.7,191.1,,385.2,425.2,,427.38,,610.4,427.38,,610.4,3421.7,,
4355,5/3/2016,2900,2004.012,2900,,174.25,713,110.771,719.5,1264.641,37.25,1084,605,362.8,1272,1012.419,2689,314.5,,309.3,503.5,240.3,432.5,1228.499,430.4,1071,,232.4,,,,467,1976,2219,,1139,,464.7,143.8,94.55,276.7,,298.6,486.4,80.75,,,396,3194.6,125.7,3039.323,168.256,3308.479,135.5,169.6,699.417,785.762,2951,405.8,190.9,,380.6,419.9,,420.58,,605.217,420.58,,605.217,3393.97,,
4356,5/4/2016,2881,2049.558,2881,,169,682,116.384,715,1268.801,36.25,1083,603,361.6,1260,986.066,2576,315.1,,309.8,501.5,237.8,431.7,1224.749,428.4,1036,,231.1,,,,461.9,1969,2264,,1118,,468.7,142.6,94.25,265.5,,293.3,486.2,83.5,,,375,3175.502,125.4,3050.151,166.558,3305.042,131.9,163.4,688.917,783.84,2936,402.5,187.5,,376.2,418.5,,417.01,,603.692,417.01,,603.692,3358.69,,
4357,5/5/2016,2855,2035.243,2855,,158.5,670.5,116.384,719,1270.881,36,1067,610,359.3,1266,984.15,2614,313.9,,308.5,503.5,236.9,432.1,1211.999,427.4,1039,,208.5,,,,463.3,1950,2259,,1137,,463.8,142.4,95.15,266.4,,294.5,488.3,83.25,,,386.5,3145.795,126.6,3108.926,167.139,3286.142,131.8,162.5,693.583,792.49,2897,401.8,192,,379,418.1,,415.82,,608.875,415.82,,608.875,3361.04,,
4358,5/6/2016,2882,1997.505,2882,,166,692.5,121.184,729.5,1290.641,37,1053,617,357.5,1246,980.796,2596,314.1,,318.3,503.5,236.5,430.9,1201.499,431.4,1103,,209.9,,,,458,1951,2205,,1128,,463.6,130.1,94.55,266.5,,296.9,494.8,82.75,,,387.2,3134.124,127.1,3093.459,170.179,3266.382,130.7,163,693,787.204,2908,406.1,191.2,,382.7,411.4,,415.48,,609.79,415.48,,609.79,3364.24,,
4359,5/9/2016,2848,2015.724,2848,,145.75,674.5,119.707,737.5,1308.321,36.25,1035,605.5,363.1,1258,948.694,2585,318.6,,308.9,506,237.2,434,1208.249,434.8,1039,,210,,,,464.4,1969,2225,,1100,,465.9,130.5,93.25,263.1,,299,495.7,82,,,359,3057.806,128.6,3207.917,170.67,3350.576,116.6,162.3,712.833,768.942,2984,406,190.9,,378.5,417.9,,418.03,,624.425,418.03,,624.425,3360.82,,
4360,5/10/2016,2869,2015.724,2869,,156.75,671.5,121.184,737,1312.481,34,1053,618,363.5,1261,964.026,2571,324.3,,315.4,510,235.9,436.6,1214.999,434.3,1054,,213.1,,,,471.6,1963,2229,,1115,,467.6,131.1,95,263.3,,297.1,505,82.75,,,373,3078.294,130.1,3303.814,171.922,3378.068,112.9,162.9,712.25,788.165,2943,410.6,191.3,,380.1,418.6,,418.88,,657.354,418.88,,657.354,3380.82,,
4361,5/11/2016,2879,2013.121,2879,,163.5,697.5,119.411,722.5,1301.041,35.75,1055,623.5,363,1259,993.254,2578,306,,321,510,237.4,436.5,1190.999,431.8,1075,,210,,,,477.1,1957,2229,,1119,,463.9,129.4,94.55,267.3,,292.1,498.1,83,,,380,3078.294,127.9,3254.319,174.381,3376.349,116.2,162.7,710.5,790.568,2905,411.4,189.4,,376.2,414.7,,420.75,,668.33,420.75,,668.33,3383.64,,
4362,5/12/2016,2863,2033.942,2863,,159.75,780,119.338,716.5,1321.841,35.5,1031,616,357.8,1245,998.524,2574,302.3,,314.9,506,236,434.5,1212.749,431.4,1075,,202.3,,,,475.4,1951,2221,,1125,,459.1,128.6,92.9,261.5,,290.3,499.1,82.75,,,345,3047.562,125.9,3269.786,172.011,3372.913,110.9,161.8,711.083,780.476,2923,405.6,186.7,,372.8,416,,419.05,,653.085,419.05,,653.085,3355.5,,
4363,5/13/2016,2870,1980.588,2870,,162.75,767.5,119.338,720,1329.121,33,1015,615.5,356.8,1264,977.442,2585,305.4,,313.8,509.5,234.9,437,1208.249,430.8,1115,,202.4,,,,481.3,1961,2301,,1120,,456,129.1,92.2,265.5,,292.7,494.3,82.5,,,368.5,3069.075,127.8,3217.197,172.19,3366.04,115.2,162.3,714.583,775.189,2941,402.1,189.7,,375.2,414,,423.81,,656.744,423.81,,656.744,3370.33,,
4364,5/16/2016,2892,1979.287,2892,,195,777.5,120.298,715,1331.201,32.25,1031,631.5,357.6,1275,1005.232,2593,301.6,,292.5,508,236.8,435,1200.749,429.2,1149,,201.5,,,,481.2,1980,2300,,1146,,453.8,130,92.4,263.6,,293.1,495.3,81.25,,,381.7,3071.123,128.2,3257.412,176.929,3381.504,121.1,163.1,716.917,782.879,2985,401.5,190.5,,371.9,414.5,,425.51,,659.793,425.51,,659.793,3377.83,,
4365,5/17/2016,2917,1996.204,2917,,200,811.5,121.701,723,1320.801,32.5,1088,625,358,1284,1033.501,2584,302,,301.6,508.5,243.9,434.9,1214.999,428.4,1160,,203,,,,482.6,2010,2260,,1209,,439.9,130.8,93,267.5,,294.5,502.5,82.25,,,391.4,3069.075,128.4,3183.169,176.75,3445.079,125.1,162.4,711.083,785.762,3059,403.7,189.3,,372.1,421.2,,425.85,,656.134,425.85,,656.134,3390.29,,
