,date,JMAT LN Equity,MCRO LN Equity,JMAT LN Equity.1,AL/ LN Equity,LMI LN Equity,POLY LN Equity,COB LN Equity,BLND LN Equity,CPG LN Equity,FXPO LN Equity,AGK LN Equity,WG/ LN Equity,KGF LN Equity,HL/ LN Equity,CNE LN Equity,LSEG LN Equity,WMH LN Equity,1655637D LN Equity,DRX LN Equity,ATST LN Equity,BBY LN Equity,FCIT LN Equity,PNN LN Equity,MERL LN Equity,FRES LN Equity,CW/ LN Equity,CNA LN Equity,539988Q LN Equity,BI/ LN Equity,ISYS LN Equity,III LN Equity,PSN LN Equity,HIK LN Equity,AU/ LN Equity,WEIR LN Equity,ESSR LN Equity,IAP LN Equity,EMG LN Equity,SRP LN Equity,ADN LN Equity,SEM LN Equity,INTU LN Equity,IDS LN Equity,SPT LN Equity,THUS LN Equity,ENRC LN Equity,VED LN Equity,CRDA LN Equity,HAS LN Equity,TUI LN Equity,MRO LN Equity,WTB LN Equity,EVR LN Equity,1837977D LN Equity,TATE LN Equity,PFC LN Equity,BKG LN Equity,MGGT LN Equity,MRW LN Equity,SCTN LN Equity,FRAS LN Equity,CURY LN Equity,BET LN Equity,SDR LN Equity,8179618Q LN Equity,CPI LN Equity,SDR LN Equity.1,8179618Q LN Equity.1,CPI LN Equity.1,FTSE ALL SHARES,,
1483,12/7/2004,1091.497,,1091.497,893.5,5486.147,,106.636,673.628,255.255,,170.813,184.821,298.75,,2152.62,452.577,349.067,162.178,,268.7,266.273,190.5,520.85,,,,225.455,,255,204.327,597.026,620.5,,133.873,318,,245.25,275.238,193.951,75.29,,591.778,,74.5,132.5,,356,337.656,125,,705.939,1097.219,,,563.208,,735,221.934,214.5,431,,,,122.23,228.25,221.801,122.23,228.25,221.801,2360.17,,
1484,12/8/2004,1079.295,,1079.295,892.5,5388.18,,98.513,699.314,256.084,,170.27,184.821,297.25,,2055.318,452.851,357.253,159.8,,269,262.137,191.5,522.5,,,,224.342,,248.5,201.408,592.427,615.5,,132.225,310,,242.75,270.857,190.712,75.29,,594.09,,74.75,137.5,,355.25,339.512,124,,705.939,1101.178,,,554.167,,730,216.155,215.5,434,,,,120.785,224.75,217.705,120.785,224.75,217.705,2349.62,,
1485,12/9/2004,1062.656,,1062.656,894.5,5394.303,,92.162,693.514,260.78,,169.728,185.786,299,,2095.736,449.027,350.704,161.649,,265.5,265.62,191.5,525.25,,,,222.562,,246.25,204.327,591.967,642.5,,133.461,305.5,,233.75,268.952,188.687,77.86,,591.448,,71,137.5,,355.75,344.817,123.75,,705.939,1102.498,,,536.083,,753,215.513,215.25,429.5,,,,120.615,225,217.39,120.615,225,217.39,2342.33,,
1486,12/10/2004,1076.522,,1076.522,889,5357.565,,94.673,696,261.333,,168.101,185.786,301.25,,2157.111,469.785,357.253,158.48,,266,263.443,191.5,526.9,,,,204.089,,247.5,198.489,594.267,652,,130.99,306,,236.5,268.762,190.307,74.97,,592.769,,72,142.5,,363.25,342.165,124.25,,705.939,1101.838,,,539.583,,758,220.864,214,432.25,,,,121.295,224,219.753,121.295,224,219.753,2346.46,,
1487,12/13/2004,1089.278,,1089.278,900.5,5437.163,,93.786,703.871,262.99,,164.034,183.857,300.25,,2140.644,589.962,356.925,159.008,,267.2,263.661,192.75,526.625,,,,205.647,,247.5,201.408,599.326,649.5,,134.697,308,,242.75,271.81,188.485,75.61,,601.025,,70.5,147.5,,366.25,336.86,124.75,,607.816,1107.116,,,536.958,,770,221.292,214.5,435.5,,,,121.465,227.5,224.952,121.465,227.5,224.952,2366.94,,
1488,12/14/2004,1091.497,,1091.497,878,5382.057,,93.048,705.942,266.305,,161.865,177.75,306,,2137.65,594.332,365.767,157.423,,265.7,263.008,191,528.825,,,,204.089,,247.75,198.489,597.946,652.5,,136.139,309.5,,255,268.571,190.307,72.71,,600.694,,73.25,140,,370,337.125,124.25,,607.816,1109.095,,,541.042,,758,223.86,215.75,435.25,,,,122.655,227,225.267,122.655,227,225.267,2360.51,,
1489,12/15/2004,1091.497,,1091.497,893,5394.303,,92.383,709.257,263.267,,160.239,179.357,300.5,,2142.141,601.98,360.2,158.216,,267,264.096,191.75,530.2,,,,205.647,,241,198.489,597.946,641,,135.727,312,,253,269.333,190.509,74,,601.685,,72.5,140,,367.5,338.451,124.25,,607.816,1108.436,,,543.958,,752,226,214.75,439,,,,124.695,227.75,222.589,124.695,227.75,222.589,2364.88,,
1490,12/16/2004,1078.741,,1078.741,901.5,5492.27,,92.088,717.542,264.095,,163.763,174.536,303.75,,2038.851,606.623,357.58,158.744,,266.9,265.403,192,533.5,,,,203.421,,246,189.732,599.326,700,,137.168,313.25,,256.75,271.048,184.436,74,,599.373,,75.75,145,,367,344.817,123.5,,607.816,1111.075,,,547.458,,765,226.428,211,434.5,,,,126.14,227.25,224.794,126.14,227.25,224.794,2369.53,,
1491,12/17/2004,1071.53,,1071.53,893,5596.359,,91.792,723.757,263.543,,163.763,164.571,302.5,,1669.104,607.442,352.669,157.423,,265.5,263.443,191,534.6,,,,200.973,,247.75,186.813,603.006,679.5,,137.58,315.5,,255,270.857,188.282,74.32,,603.666,,74.75,140,,357,344.817,123,,602.365,1117.673,,,561.458,,765,225.144,207,431.75,,,,125.63,224.75,221.643,125.63,224.75,221.643,2352.37,,
1492,12/20/2004,1079.295,,1079.295,906,5614.728,,92.162,731.214,265.2,,164.848,165.536,307,,1571.802,633.39,357.58,158.48,,265.6,266.709,192.5,538.175,,,,203.421,,249.5,189.732,607.145,678.5,,136.962,316.5,,255.75,273.905,186.663,74.97,,610.932,,74.25,142.5,,363.5,342.695,121.25,,602.365,1115.034,,,555.625,,765.5,224.502,208,433.5,,,,126.99,221,222.589,126.99,221,222.589,2367.68,,
1493,12/21/2004,1077.077,,1077.077,902,5553.499,,91.423,733.285,269.068,,163.492,171.321,305,,1612.219,628.2,359.545,157.951,,266.7,266.927,193.5,539.55,,,,201.641,,254.25,189.732,609.445,699,,135.109,318.5,,257.75,269.524,186.46,76.25,,613.904,,74.25,145,,378,341.9,122.75,,602.365,1117.673,,,554.167,,795,223.86,205,430,,,,128.18,224.75,224.952,128.18,224.75,224.952,2369.64,,
1494,12/22/2004,1079.85,,1079.85,905.5,5620.851,,91.497,735.771,271.83,,164.305,173.571,308,,1648.146,628.2,364.784,158.48,,268.5,266.273,193.5,539.55,,,,204.757,,257,183.894,614.505,690,,135.933,318.75,,268,275.238,189.902,76.25,,617.536,,74.25,145,,390,340.573,122.25,,602.365,1111.075,,,551.833,,785,223.432,207.25,433.5,,,,128.265,229.75,226.527,128.265,229.75,226.527,2389.96,,
1495,12/23/2004,1080.404,,1080.404,908,5608.605,,92.236,747.371,271.83,,164.577,172.286,309.5,,1646.649,630.932,368.714,155.574,,269.9,269.539,195.25,542.575,,,,208.54,,255.75,186.813,618.644,688.5,,136.756,318.5,,264.25,274.095,187.27,76.25,,624.141,,74.75,147.5,,388,342.165,123.5,,602.365,1120.312,,,551.833,,790,224.288,207,433.25,,,,128.095,233.5,227.945,128.095,233.5,227.945,2395.99,,
1496,12/24/2004,1081.514,,1081.514,904,5602.482,,92.457,743.642,269.068,,164.848,171.643,308,,1633.177,631.478,366.749,155.574,,269.9,268.233,195.5,539,,,,206.982,,252.5,186.813,618.644,689,,135.109,319.5,,265.5,275.048,187.067,76.25,,624.141,,74.5,145,,388,342.695,123,,602.365,1112.394,,,553.292,,802,220.864,205.75,436,,,,129.37,233.5,232.513,129.37,233.5,232.513,2400,,
1497,12/29/2004,1091.497,,1091.497,914.5,5596.359,,92.383,749.857,271.554,,169.186,170.357,310.25,,1639.165,638.033,367.731,151.084,,269.5,274.547,193.5,546.15,,,,209.208,,257.75,186.813,617.264,679,,134.285,321.25,,263,274.095,191.521,76.9,,645.936,,73.5,142.5,,385.25,338.186,124,,602.365,1118.992,,,554.75,,805.5,222.79,207.25,434,,,,129.2,234.25,229.835,129.2,234.25,229.835,2410.55,,
1498,12/30/2004,1090.388,,1090.388,914,5620.851,,92.088,750.271,272.107,,180.302,170.357,310.25,,1616.71,635.848,367.731,151.084,,270.2,269.539,196,548.35,,,,210.766,,259.25,186.813,610.825,685,,136.756,322,,268,279.619,192.736,77.22,,643.955,,73,145,,389.25,344.022,124,,602.365,1119.652,,,553,,807,221.72,206.25,435,,,,127.84,234.5,230.308,127.84,234.5,230.308,2412.3,,
1499,12/31/2004,1095.934,,1095.934,912,5614.728,,91.349,742.4,272.107,,182.2,172.286,309.75,,1631.68,635.848,369.369,149.499,,272.8,274.547,194.5,548.35,,,,210.321,,260.25,180.975,612.665,691,,138.61,321.5,,271.75,280.381,194.356,76.9,,640.983,,73.75,145,,394.75,340.573,124.25,,602.365,1117.013,,,551.542,,809,224.074,207,435.75,,,,127.67,235,230.465,127.67,235,230.465,2410.75,,
1500,1/4/2005,1095.379,,1095.379,929.5,5639.22,,93.048,724.585,276.25,,176.506,171,316.25,,1571.802,642.403,381.812,155.31,,273.2,271.499,196,550.825,,,,210.989,,265,192.651,623.704,692.5,,138.404,330,,276.25,275.238,195.571,75.93,,633.718,,73.25,150,,382,338.982,125.25,,602.365,1137.466,,,536.375,,803,223.86,208.75,437.5,,,,129.2,237,234.561,129.2,237,234.561,2426.86,,
1501,1/5/2005,1078.186,,1078.186,919.5,5608.605,,93.417,715.885,272.659,,175.964,168.107,308.5,,1567.311,639.126,363.475,156.367,,272.1,270.846,194.25,549.45,,,,212.101,,264.25,189.732,616.345,674.5,,135.109,327.5,,276.75,272.19,196.785,74.64,,627.443,,73.5,152.5,,385.25,337.921,121.75,,602.365,1126.25,,,529.667,,790,219.152,208.75,433,,,,128.435,231,229.677,128.435,231,229.677,2406.56,,
1502,1/6/2005,1076.522,,1076.522,925,5825.969,,93.417,709.671,273.488,,175.151,167.143,310.5,,1559.826,636.941,363.802,158.744,,273.5,271.281,194.5,542.575,,,,212.101,,262.5,195.57,610.365,660.5,,158.176,325,,274.25,271.429,197.595,74.8,,627.113,,71,150,,390.75,340.043,122.5,,602.365,1146.703,,,526.458,,800,218.938,213.5,430,,,,128.35,242.5,229.992,128.35,242.5,229.992,2414.5,,
1503,1/7/2005,1074.858,,1074.858,925,5792.293,,94.746,723.757,272.107,,177.32,164.571,311.5,,1601.741,638.033,357.253,157.423,,273.5,271.063,195,538.45,,,,211.656,,263,207.246,611.745,661,,149.938,329.75,,272,272.381,199.62,71.75,,627.443,,71.5,152.5,,384,339.778,126,,602.365,1150.002,,,525.583,,799.5,218.724,217,433,,,,128.18,248.75,229.992,128.18,248.75,229.992,2429.23,,
1504,1/10/2005,1078.186,,1078.186,929.5,5801.478,,94.746,727.485,273.488,,176.235,161.679,308.75,,1568.808,638.852,367.404,155.838,,273,269.975,195,537.35,,,,210.543,,266.25,210.165,615.885,659,,146.642,327.75,,273.25,270.476,197.798,69.17,,626.122,,70.75,147.5,,385.75,338.186,123.5,,602.365,1147.363,,,529.667,,790,217.654,215.5,430,,,,127.245,249.5,228.26,127.245,249.5,228.26,2423.53,,
1505,1/11/2005,1073.749,,1073.749,919.5,5810.662,,95.706,727.071,269.897,,175.693,174.857,304.5,,1628.686,644.588,369.369,153.197,,273.2,271.716,193.5,536.25,,,,210.321,,266,207.246,616.345,658,,145.201,329,,276.5,261.333,197.393,69.5,,626.452,,67,147.5,,394.5,342.43,122.5,,602.365,1148.023,,,535.5,,789,217.654,203.5,430,,,,126.48,245.75,226.999,126.48,245.75,226.999,2414.26,,
1506,1/12/2005,1108.136,,1108.136,902,5825.969,,97.257,738.257,268.515,,174.066,173.893,302.5,,1598.747,642.403,368.059,154.254,,273.4,273.458,192.75,540.65,,,,208.318,,267.5,210.165,610.825,651.5,,144.995,328,,282,264.762,200.025,68.53,,622.49,,67,160,,387.75,342.695,122.5,,602.365,1153.961,,,544.542,,788,215.727,204,427,,,,125.545,249,225.109,125.545,249,225.109,2400.92,,
1507,1/13/2005,1101.48,,1101.48,912,5835.154,,97.7,739.085,270.449,,178.947,173.893,307.25,,1598.747,643.496,368.059,156.895,,273.3,279.99,193,546.15,,,,207.205,,272,204.327,604.846,648,,143.553,328,,282.5,259.429,199.62,68.53,,620.508,,68,157.5,,386.5,345.878,122.75,,602.365,1165.177,,,547.458,,791,217.868,203.5,434.25,,,,127.16,247,229.835,127.16,247,229.835,2410.15,,
1508,1/14/2005,1110.354,,1110.354,915.5,5832.092,,98.07,742.814,269.068,,175.964,173.571,308.75,,1639.165,639.126,372.316,154.254,,272.7,280.425,193.5,547.25,,,,204.757,,269.25,201.408,605.765,671,,145.819,327,,285,258.857,199.215,67.24,,637.35,,69.5,157.5,,396.75,346.409,121.75,,602.365,1177.053,,,552.417,,796,221.72,204.75,434.75,,,,129.285,252.5,230.15,129.285,252.5,230.15,2420.23,,
1509,1/17/2005,1115.346,,1115.346,919.5,5939.244,,98.217,748.614,270.725,,176.506,177.107,309.5,,1634.674,633.663,374.608,151.084,,275.4,284.127,194.5,548.625,,,,205.647,,270,201.408,610.365,670,,141.494,327,,294,264,202.454,68.85,,645.936,,69.25,152.5,,408,351.183,122,,602.365,1188.269,,,554.167,,794.5,226,207.75,434.5,,,,130.305,256.5,230.465,130.305,256.5,230.465,2432.54,,
1510,1/18/2005,1110.909,,1110.909,906.5,5911.69,,98.734,745.714,263.543,,175.151,176.786,308.5,,1712.515,627.108,374.281,150.027,,273.5,283.473,192.75,550,,,,208.985,,267.75,207.246,608.985,672.5,,142.729,320.5,,284,261.714,202.454,67.89,,643.294,,70.25,152.5,,405.25,345.613,122.25,,602.365,1181.012,,,553.292,,805,227.712,206.25,431,,,,129.2,251,230.938,129.2,251,230.938,2422.45,,
1511,1/19/2005,1128.102,,1128.102,908,5801.478,,98.956,731.628,262.438,,173.795,177.107,308.75,,1708.025,627.108,378.865,148.971,,276.5,287.392,195.5,548.075,,,,211.434,,273,207.246,611.745,675.5,,142.935,322,,278,263.81,205.693,68.85,,645.276,,71,150,,410.25,348.531,122.75,,602.365,1178.373,,,548.042,,800,228.354,206,433.5,,,,129.2,251.25,229.52,129.2,251.25,229.52,2422.06,,
1512,1/20/2005,1122.556,,1122.556,902,5740.248,,97.848,744.471,260.78,,170.541,178.393,309.5,,1728.982,627.927,386.069,152.669,,274.5,285.651,195.25,548.075,,,,210.989,,272.25,204.327,607.605,696.5,,143.347,327,,279.25,259.81,207.11,69.5,,642.964,,69.25,152.5,,408,349.857,122,,602.365,1182.991,,,545.708,,805,227.284,204,437.25,,,,129.2,247.75,230.623,129.2,247.75,230.623,2415.2,,
1513,1/21/2005,1109.245,,1109.245,899,5764.74,,97.848,741.571,259.675,,170.27,180,305.25,,1743.951,633.663,383.777,160.064,,274.3,288.481,196,549.175,,,,210.098,,271,198.489,604.386,688,,141.905,326.5,,273,257.714,207.313,69.17,,642.964,,68.25,150,,412,347.47,120.25,,602.365,1182.331,,,538.417,,805.5,227.498,202.5,437.25,,,,126.905,247.5,227.787,126.905,247.5,227.787,2416.28,,
1514,1/24/2005,1114.236,,1114.236,895.5,5841.277,,96.666,732.871,262.162,,164.305,179.357,305.5,,1791.854,628.747,382.139,162.97,,275.5,288.481,196,552.75,,,,210.098,,271.5,224.76,603.926,703.5,,137.992,324,,265.75,257.714,204.479,69.17,,644.615,,67.25,150,,415,349.326,121.5,,602.365,1186.95,,,533.167,,818,225.572,202,434,,,,126.31,245,227.63,126.31,245,227.63,2419.12,,
1515,1/25/2005,1098.707,,1098.707,902,5783.109,,96.962,741.985,260.78,,166.746,181.929,308.25,,1761.915,634.755,384.104,162.178,,275,287.828,196.5,549.45,,,,210.321,,268.5,233.516,606.225,688.5,,140.052,329.5,,277.5,263.429,202.859,70.14,,643.294,,68,152.5,,413,348.531,121.5,,602.365,1190.249,,,538.417,,828,228.568,201.5,435.75,,,,126.48,250.5,223.534,126.48,250.5,223.534,2433.21,,
1516,1/26/2005,1098.152,,1098.152,882,5780.047,,98.513,738.257,264.648,,162.679,182.25,306,,1745.448,627.654,381.485,163.762,,273.6,288.699,197.25,535.15,,,,209.876,,269,227.679,611.285,689.5,,141.082,330,,279,261.333,203.669,71.1,,642.304,,67.75,152.5,,409,348.266,120.25,,602.365,1191.568,,,532.292,,835,234.989,202.75,435.75,,,,127.67,256.25,228.26,127.67,256.25,228.26,2435.72,,
1517,1/27/2005,1100.925,,1100.925,885.5,5832.092,,97.183,730.385,264.095,,166.746,184.821,306,,1714.012,632.57,379.192,159.536,,272.1,296.754,197.25,532.4,,,,209.208,,273,233.516,619.564,690,,142.729,326.5,,281,258.667,204.883,72.39,,641.973,,67.5,150,,416.25,350.653,120.25,,602.365,1180.352,,,529.083,,828,232.849,202.5,435,,,,127.245,257.5,226.842,127.245,257.5,226.842,2438.37,,
1518,1/28/2005,1102.589,,1102.589,883,5850.461,,98.586,723.757,265.2,,168.101,183.536,303.75,,1703.534,630.385,381.157,159.536,,272.5,296.319,197.5,531.3,,,,207.873,,271.75,227.679,635.663,691.5,,140.052,326,,284.75,256.762,201.239,72.07,,638.011,,66.75,155,,409,353.57,122.25,,602.365,1159.239,,,519.167,,823,234.561,203,440.5,,,,125.8,260,225.267,125.8,260,225.267,2430.05,,
1519,1/31/2005,1107.581,,1107.581,893.5,5890.26,,98.66,713.4,266.305,,177.049,186.429,305,,1664.613,625.469,380.175,165.875,,274.1,285.651,197.5,534.6,,,,207.65,,274.5,227.679,643.022,719,,142.111,327.5,,285.5,259.048,201.442,72.07,,640.653,,67,157.5,,409.75,359.671,124.25,,602.365,1162.538,,,513.333,,831,235.845,201.5,437.75,,,,127.33,265.75,225.897,127.33,265.75,225.897,2441.22,,
1520,2/1/2005,1110.909,,1110.909,896.5,6205.591,,102.057,723.342,269.897,,171.897,192.857,308.5,,1676.588,625.469,386.396,164.291,,275,292.835,198.5,536.25,,,,211.656,,279,227.679,653.141,703,,140.052,329.5,,288,259.238,200.834,73.03,,646.927,,66.75,160,,425.5,371.607,123.75,,602.365,1171.115,,,519.167,,832,243.121,205.25,437,,,,128.35,271,225.267,128.35,271,225.267,2466.81,,
1521,2/2/2005,1122.556,,1122.556,902,6184.161,,101.91,725.828,271.83,,175.693,193.5,310.25,,1696.049,622.191,384.104,162.442,,276.6,298.496,198,537.9,,,,215.44,,283.5,230.598,651.301,704.5,,151.585,339,,281.25,263.619,198.405,75.93,,649.569,,65,155,,437,379.034,124,,602.365,1172.435,,,527.042,,822.5,243.121,205.75,445.5,,,,129.88,271.25,225.582,129.88,271.25,225.582,2473.04,,
1522,2/3/2005,1119.228,,1119.228,901,5988.227,,101.171,730.385,272.383,,173.524,192.536,309.75,,1705.031,623.011,383.777,162.706,,276,302.415,199,532.4,,,,217.665,,277.5,233.516,656.821,722.5,,156.528,347,,277.5,265.714,197.595,79.15,,652.211,,65.5,162.5,,428,374.525,126.25,,602.365,1167.816,,,539.583,,829,238.841,206.5,445.75,,,,130.22,270.5,228.102,130.22,270.5,228.102,2470.44,,
1523,2/4/2005,1118.673,,1118.673,910.5,5991.289,,102.131,720.028,277.079,,175.693,193.179,312.25,,1709.521,617.275,385.414,165.875,,277.4,296.101,200,541.75,,,,220.781,,281.5,230.598,651.301,749.5,,156.528,342,,280.5,271.238,192.939,77.86,,646.597,,69.25,157.5,,438,371.342,129.25,,602.365,1175.734,,,546,,859.5,239.697,206.5,452,,,,129.455,274.5,227.157,129.455,274.5,227.157,2485.91,,
1524,2/7/2005,1118.673,,1118.673,905.5,6006.596,,99.768,725,282.328,,176.778,194.464,311.5,,1699.043,618.368,392.291,167.988,,279.8,295.013,201.5,542.85,,,,216.33,,285.5,236.435,658.661,765,,158.176,344,,282.25,270.286,195.773,78.83,,651.88,,71.5,162.5,,453.75,370.016,131.25,,613.268,1171.775,,,584.5,,857.5,240.981,206.75,456,,,,130.645,270.75,227.945,130.645,270.75,227.945,2503.39,,
1525,2/8/2005,1138.085,,1138.085,924,6233.144,,99.694,725.828,285.09,,173.524,195.75,307.25,,1717.006,617.275,395.238,168.781,,280.2,295.23,203,552.75,,,,213.659,,284,239.354,661.42,790,,166.415,344.75,,290,272.381,195.975,77.22,,658.155,,69.75,165,,459.75,374.259,130.75,,613.268,1171.775,,,578.083,,856.5,243.977,210,456,,,,134.81,275.75,229.52,134.81,275.75,229.52,2512.05,,
1526,2/9/2005,1144.186,,1144.186,924.5,6122.932,,99.694,724.585,285.367,,178.947,195.429,302,,1717.006,624.923,393.928,170.102,,280.3,296.101,203.5,550.825,,,,215.885,,282.25,245.192,659.581,776.5,,166.415,345,,288,269.714,194.153,77.22,,661.457,,69.75,167.5,,469,371.076,130,,613.268,1161.878,,,569.917,,854,244.191,208.75,455.5,,,,135.15,275,227.314,135.15,275,227.314,2509.71,,
1527,2/10/2005,1136.976,,1136.976,927.5,6092.317,,98.217,722.514,284.262,,177.591,195.429,300,,1705.031,629.293,392.618,164.026,,280.9,291.747,203,550.275,,,,212.769,,283.25,239.354,658.201,762,,164.149,343.5,,287.75,270.095,198,77.86,,658.815,,71,165,,480,369.22,130.5,,613.268,1174.414,,,577.5,,847,243.977,208.5,453.5,,,,134.64,274,225.582,134.64,274,225.582,2513.62,,
1528,2/11/2005,1169.144,,1169.144,939,6187.222,,99.325,728.728,287.3,,178.133,194.786,304.75,,1712.515,623.011,397.202,167.988,,282.3,294.359,204.25,550,,,,218.333,,288.5,236.435,662.8,765,,163.119,344.75,,287.5,276.19,202.454,78.5,,657.825,,71,165,,472,369.485,130.25,,613.268,1191.568,,,582.75,,851.5,245.047,214.75,456.25,,,,135.575,279,224.479,135.575,279,224.479,2533.32,,
1529,2/14/2005,1163.598,,1163.598,939.5,6187.222,,98.586,735.771,290.615,,177.862,194.786,300,,1670.601,620.553,399.167,167.988,,283,293.489,202.5,553.3,,,,218.556,,283.75,233.516,669.7,757.5,,161.472,344,,290,274.857,199.215,80.76,,662.118,,71,162.5,,474.75,370.281,130.75,,613.268,1193.548,,,579.25,,843,244.833,214,456.5,,,,136.34,281.5,224.636,136.34,281.5,224.636,2532.41,,
1530,2/15/2005,1173.581,,1173.581,943,6171.915,,97.848,741.571,291.72,,178.404,199.286,301.5,,1639.165,626.015,402.769,167.988,,283.3,290.658,204,558.8,,,,220.559,,279.25,221.841,672.459,747.5,,161.472,341.5,,286.75,274.857,198,80.43,,666.08,,71.5,167.5,,475,369.75,130.75,,613.268,1199.486,,,590.333,,831.5,245.69,216,459.75,,,,136.255,286.5,225.897,136.255,286.5,225.897,2539.06,,
1531,2/16/2005,1161.379,,1161.379,940.5,6239.267,,97.922,738.257,282.052,,172.439,193.179,302.25,,1595.753,624.377,394.91,169.045,,283.1,284.78,204.25,551.65,,,,221.894,,290,218.922,659.581,726.5,,159,336,,285.75,272,198,80.43,,675.327,,70.5,165,,469,366.833,130.5,,613.268,1199.486,,,589.167,,832,243.121,216.5,454.25,,,,132.77,279,226.842,132.77,279,226.842,2533.3,,
1532,2/17/2005,1158.606,,1158.606,944,6202.53,,97.848,730.8,281.775,,174.608,196.714,295,,1691.558,621.918,397.202,166.932,,282.9,281.732,206.5,548.9,,,,221.449,,296.75,216.003,657.281,738.5,,161.883,332.5,,284,271.429,198.607,77.54,,672.355,,70.25,165,,470.5,366.302,129,,640.524,1216.64,,,591.5,,828,239.055,215,455.25,,,,133.28,277.75,230.15,133.28,277.75,230.15,2535.06,,
1533,2/18/2005,1166.371,,1166.371,947.5,6211.714,,97.331,738.671,279.565,,175.693,193.821,295,,1766.406,624.65,396.22,171.158,,282.5,275.635,205.5,539.55,,,,222.562,,296,213.084,652.221,748.5,,161.472,335,,283.5,271.048,195.571,78.18,,676.978,,68.25,165,,481,365.506,128.75,,640.524,1223.238,,,599.083,,821,238.199,213.75,464.25,,,,132.345,271.5,229.992,132.345,271.5,229.992,2534.73,,
1534,2/21/2005,1153.615,,1153.615,936,6178.038,,97.7,713.4,280.118,,175.151,192.536,294.25,,1814.308,613.998,389.343,174.328,,281.9,270.846,203.5,523.875,,,,215.44,,295.5,218.922,651.761,735,,161.472,330.5,,285,267.048,194.558,78.5,,660.467,,68,165,,498,367.098,128,,662.329,1200.805,,,590.333,,828.5,239.697,217.75,461.75,,,,132.6,270.75,230.465,132.6,270.75,230.465,2533.23,,
1535,2/22/2005,1129.211,,1129.211,924,6168.854,,96.445,720.857,280.118,,172.982,193.179,293.25,,1779.878,609.627,389.343,172.479,,280.6,273.676,201.25,524.15,,,,216.998,,295,216.003,643.942,755,,161.677,332.5,,288.25,262.476,194.356,74.64,,658.485,,68.75,157.5,,495,355.427,129.75,,662.329,1196.847,,,599.667,,805,233.705,213.75,459,,,,130.135,267.5,231.253,130.135,267.5,231.253,2519.38,,
1536,2/23/2005,1135.867,,1135.867,904,6153.546,,95.928,721.271,277.908,,168.101,192.536,293,,1812.811,610.72,383.122,176.441,,279.5,273.458,200.75,523.6,,,,214.55,,290,216.003,637.503,757.5,,161.472,324.75,,285,261.333,191.521,73.36,,647.587,,68.75,155,,501.5,384.073,129,,665.055,1190.909,,,595.875,,825,234.561,215.5,454,,,,127.67,270,227.787,127.67,270,227.787,2499.3,,
1537,2/24/2005,1123.11,,1123.11,890.5,6129.055,,98.586,715.057,277.079,,173.253,190.286,293.25,,1796.345,606.35,388.689,177.497,,278.8,273.458,201.75,525.8,,,,211.211,,301.5,207.246,640.722,753.5,,162.295,320,,283,257.333,191.926,75.29,,647.257,,62.25,162.5,,500,384.339,130.25,,665.055,1188.269,,,599.375,,818,233.705,218.25,457,,,,127.075,267.75,232.985,127.075,267.75,232.985,2493.19,,
1538,2/25/2005,1124.774,,1124.774,892,6276.005,,98.586,709.257,279.289,,172.168,189.964,293.5,,1863.708,584.499,399.167,177.233,,280.6,273.458,203,521.95,,,,208.318,,303.5,204.327,637.043,798.5,,164.767,330,,285,257.143,195.166,75.29,,643.294,,66.25,157.5,,505,387.522,131,,665.055,1199.486,,,601.125,,860,236.487,222,459.75,,,,127.585,272.25,237.239,127.585,272.25,237.239,2510.72,,
1539,2/28/2005,1122.001,,1122.001,895.5,6318.865,,98.439,714.228,276.803,,177.32,188.036,291.5,,1877.18,588.87,394.91,176.969,,282,279.337,203.75,523.05,,,,210.543,,305,204.327,638.883,778,,165.591,329.75,,292.5,256.762,201.847,75.61,,647.587,,68.25,152.5,,510,395.744,134.25,,665.055,1190.909,,,608.417,,870,236.915,224,448.25,,,,125.12,267.5,238.972,125.12,267.5,238.972,2495.46,,
1540,3/1/2005,1122.556,,1122.556,890.5,6269.882,,98.217,719.614,278.46,,182.2,190.929,292.25,,1866.702,582.314,402.769,177.233,,280.9,276.071,203.75,525.25,,,,214.55,,305,201.408,641.642,788.5,,167.238,327.25,,293,257.905,198,76.25,,651.22,,70.75,155,,502.75,403.702,129,,667.78,1203.444,,,606.083,,864,238.199,221.75,451.5,,,,132.77,276.75,242.122,132.77,276.75,242.122,2510.04,,
1541,3/2/2005,1127.547,,1127.547,874,6214.776,,97.922,712.571,277.079,,178.947,190.286,295.25,,1856.223,579.037,390.981,175.648,,281,276.724,202.5,520.85,,,,209.208,,307,204.327,645.322,774.5,,167.65,322.75,,293,267.619,200.429,77.22,,642.964,,68.75,155,,482.5,401.314,128,,667.78,1184.311,,,604.917,,860,234.989,219.5,447.5,,,,131.495,276.25,240.547,131.495,276.25,240.547,2506.14,,
1542,3/3/2005,1128.102,,1128.102,878,6196.407,,98.291,717.128,276.25,,187.08,194.464,292.75,,1869.696,591.055,379.847,178.818,,282,273.24,202.75,517,,,,206.982,,310,216.003,651.301,764,,164.355,316.25,,287,268.381,198.607,78.83,,648.908,,70,155,,485.5,407.415,129,,667.78,1173.094,,,602.292,,843,235.417,223.25,448,,,,131.58,275.5,239.602,131.58,275.5,239.602,2515.98,,
